permno,adate,qdate,public_date,pe_op_basic,pe_exi,pcf,dpr,npm,gpm,ptpm,roa,roe,capital_ratio,cash_debt,lt_ppent,dltt_be,debt_assets,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_1yrforward,PEG_ltgforward
10107,30/06/2005,30/09/2005,31/01/2006,23.074,23.856,17.185,2.806,0.319,0.877,0.432,0.242,0.235,,0.731,8.814,,0.301,2.913,10.689,0.590,6.394,2.849,0.151,0.025,0.000,0.055,6.019,15.506,2.109
10107,30/06/2005,31/12/2005,28/02/2006,21.496,22.392,17.868,0.264,0.316,0.874,0.420,0.262,0.273,,0.731,9.270,,0.318,2.873,8.147,0.600,6.279,2.938,0.151,0.025,0.000,0.036,6.281,14.555,1.838
10107,30/06/2005,31/12/2005,31/03/2006,21.768,22.675,17.905,0.264,0.316,0.874,0.420,0.262,0.273,,0.731,9.270,,0.318,2.873,8.147,0.600,6.279,2.938,0.151,0.025,0.000,0.036,6.293,14.739,1.842
10107,30/06/2005,31/12/2005,30/04/2006,19.320,20.125,15.854,0.264,0.316,0.874,0.420,0.262,0.273,,0.731,9.270,,0.318,2.873,8.147,0.600,6.279,2.938,0.151,0.025,0.000,0.036,5.573,13.081,1.666
10107,30/06/2005,31/03/2006,31/05/2006,17.695,17.976,15.303,0.259,0.316,0.860,0.419,0.261,0.287,,0.731,9.668,,0.339,2.780,7.182,0.617,6.190,3.082,0.150,0.025,0.000,0.024,5.496,-5.842,1.480
10107,30/06/2005,31/03/2006,30/06/2006,18.203,18.492,15.527,0.259,0.316,0.860,0.419,0.261,0.287,,0.731,9.668,,0.339,2.780,7.182,0.617,6.190,3.082,0.150,0.025,0.000,0.024,5.577,-6.010,1.522
10107,30/06/2005,31/03/2006,31/07/2006,18.797,19.095,16.034,0.259,0.316,0.860,0.419,0.261,0.287,,0.731,9.668,,0.339,2.780,7.182,0.617,6.190,3.082,0.150,0.025,0.000,0.024,5.759,,
10107,30/06/2006,30/06/2006,31/08/2006,19.922,21.417,17.789,0.285,0.285,0.850,0.412,0.265,0.286,0.000,0.488,9.689,0.000,0.424,2.184,6.765,0.631,5.369,3.062,0.149,0.028,0.000,0.026,6.389,1.511,1.692
10107,30/06/2006,30/06/2006,30/09/2006,21.202,22.792,18.646,0.285,0.285,0.850,0.412,0.265,0.286,0.000,0.488,9.689,0.000,0.424,2.184,6.765,0.631,5.369,3.062,0.149,0.028,0.000,0.026,6.697,1.608,1.838
10107,30/06/2006,30/06/2006,31/10/2006,22.256,23.925,19.594,0.285,0.285,0.850,0.412,0.265,0.286,0.000,0.488,9.689,0.000,0.424,2.184,6.765,0.631,5.369,3.062,0.149,0.028,0.000,0.026,7.038,1.787,2.019
10107,30/06/2006,30/09/2006,30/11/2006,22.075,23.302,20.418,0.277,0.285,0.842,0.413,0.270,0.296,0.000,0.488,9.492,0.000,0.396,2.360,4.693,0.674,5.895,3.536,0.151,0.028,0.000,0.018,7.995,1.644,1.997
10107,30/06/2006,30/09/2006,31/12/2006,22.451,23.698,20.652,0.277,0.285,0.842,0.413,0.270,0.296,0.000,0.488,9.492,0.000,0.396,2.360,4.693,0.674,5.895,3.536,0.151,0.028,0.000,0.018,8.087,1.672,2.031
10107,30/06/2006,30/09/2006,31/01/2007,23.203,24.492,21.377,0.277,0.285,0.842,0.413,0.270,0.296,0.000,0.488,9.492,0.000,0.396,2.360,4.693,0.674,5.895,3.536,0.151,0.028,0.000,0.018,8.371,1.728,2.102
10107,30/06/2006,31/12/2006,28/02/2007,22.536,23.873,19.778,0.312,0.259,0.817,0.378,0.260,0.293,0.000,0.488,9.089,0.000,0.422,2.190,4.927,0.687,5.598,3.446,0.150,0.028,0.000,0.030,7.530,1.516,2.016
10107,30/06/2006,31/12/2006,31/03/2007,22.296,23.619,19.128,0.312,0.259,0.817,0.378,0.260,0.293,0.000,0.488,9.089,0.000,0.422,2.190,4.927,0.687,5.598,3.446,0.150,0.028,0.000,0.030,7.282,1.500,1.743
10107,30/06/2006,31/12/2006,30/04/2007,23.952,25.373,20.537,0.312,0.259,0.817,0.378,0.260,0.293,0.000,0.488,9.089,0.000,0.422,2.190,4.927,0.687,5.598,3.446,0.150,0.028,0.000,0.030,7.819,1.611,1.864
10107,30/06/2006,31/03/2007,31/05/2007,21.462,22.079,17.608,0.272,0.280,0.833,0.405,0.300,0.358,0.000,0.488,8.479,0.000,0.443,2.066,4.424,0.747,5.738,3.208,0.142,0.028,0.000,0.042,8.395,1.275,1.612
10107,30/06/2006,31/03/2007,30/06/2007,20.608,21.201,16.577,0.272,0.280,0.833,0.405,0.300,0.358,0.000,0.488,8.479,0.000,0.443,2.066,4.424,0.747,5.738,3.208,0.142,0.028,0.000,0.042,7.904,1.224,1.771
10107,30/06/2006,31/03/2007,31/07/2007,20.273,20.856,16.307,0.272,0.280,0.833,0.405,0.300,0.358,0.000,0.488,8.479,0.000,0.443,2.066,4.424,0.747,5.738,3.208,0.142,0.028,0.000,0.042,7.775,,
10107,30/06/2007,30/06/2007,31/08/2007,19.951,20.232,15.136,0.273,0.275,0.818,0.393,0.300,0.395,0.000,0.555,7.373,0.000,0.508,1.691,7.130,0.770,4.950,2.903,0.139,0.026,0.000,0.056,8.662,1.256,1.753
10107,30/06/2007,30/06/2007,30/09/2007,20.458,20.746,15.487,0.273,0.275,0.818,0.393,0.300,0.395,0.000,0.555,7.373,0.000,0.508,1.691,7.130,0.770,4.950,2.903,0.139,0.026,0.000,0.056,8.863,1.288,1.801
10107,30/06/2007,30/06/2007,31/10/2007,25.563,25.923,19.351,0.273,0.275,0.818,0.393,0.300,0.395,0.000,0.555,7.373,0.000,0.508,1.691,7.130,0.770,4.950,2.903,0.139,0.026,0.000,0.056,11.074,1.609,2.250
10107,30/06/2007,30/09/2007,30/11/2007,21.538,22.105,16.027,0.259,0.275,0.814,0.393,0.333,0.429,0.000,0.555,7.496,0.000,0.480,1.815,6.952,0.835,5.593,2.844,0.133,0.026,0.000,0.073,9.782,1.029,1.774
10107,30/06/2007,30/09/2007,31/12/2007,22.821,23.421,16.933,0.259,0.275,0.814,0.393,0.333,0.429,0.000,0.555,7.496,0.000,0.480,1.815,6.952,0.835,5.593,2.844,0.133,0.026,0.000,0.073,10.335,1.091,1.880
10107,30/06/2007,30/09/2007,31/01/2008,20.897,21.447,15.470,0.259,0.275,0.814,0.393,0.333,0.429,0.000,0.555,7.496,0.000,0.480,1.815,6.952,0.835,5.593,2.844,0.133,0.026,0.000,0.073,9.442,0.999,1.710
10107,30/06/2007,31/12/2007,29/02/2008,15.195,15.454,11.435,0.230,0.293,0.830,0.420,0.381,0.503,0.000,0.555,7.137,0.000,0.490,1.736,8.194,0.891,5.733,2.753,0.128,0.026,0.000,0.079,7.352,0.606,1.347
10107,30/06/2007,31/12/2007,31/03/2008,15.855,16.125,11.935,0.230,0.293,0.830,0.420,0.381,0.503,0.000,0.555,7.137,0.000,0.490,1.736,8.194,0.891,5.733,2.753,0.128,0.026,0.000,0.079,7.674,0.632,1.236
10107,30/06/2007,31/12/2007,30/04/2008,15.933,16.205,11.998,0.230,0.293,0.830,0.420,0.381,0.503,0.000,0.555,7.137,0.000,0.490,1.736,8.194,0.891,5.733,2.753,0.128,0.026,0.000,0.079,7.714,0.635,1.242
10107,30/06/2007,31/03/2008,31/05/2008,15.910,16.465,12.028,0.240,0.283,0.825,0.382,0.367,0.495,0.000,0.555,6.772,0.000,0.493,1.625,10.579,0.869,5.544,2.682,0.133,0.026,0.000,0.083,7.023,0.629,1.447
10107,30/06/2007,31/03/2008,30/06/2008,15.455,15.994,11.480,0.240,0.283,0.825,0.382,0.367,0.495,0.000,0.555,6.772,0.000,0.493,1.625,10.579,0.869,5.544,2.682,0.133,0.026,0.000,0.083,6.704,0.596,1.405
10107,30/06/2007,31/03/2008,31/07/2008,14.449,14.953,10.709,0.240,0.283,0.825,0.382,0.367,0.495,0.000,0.555,6.772,0.000,0.493,1.625,10.579,0.869,5.544,2.682,0.133,0.026,0.000,0.083,6.253,,
10107,30/06/2008,30/06/2008,31/08/2008,14.140,14.594,11.529,0.231,0.293,0.839,0.394,0.381,0.525,0.000,0.592,5.849,0.000,0.502,1.447,9.210,0.889,4.848,2.633,0.135,0.020,0.000,0.058,6.867,0.975,1.321
10107,30/06/2008,30/06/2008,30/09/2008,13.829,14.273,11.086,0.231,0.293,0.839,0.394,0.381,0.525,0.000,0.592,5.849,0.000,0.502,1.447,9.210,0.889,4.848,2.633,0.135,0.020,0.000,0.058,6.603,0.953,1.292
10107,30/06/2008,30/06/2008,31/10/2008,11.570,11.941,9.191,0.231,0.293,0.839,0.394,0.381,0.525,0.000,0.592,5.849,0.000,0.502,1.447,9.210,0.889,4.848,2.633,0.135,0.020,0.000,0.058,5.474,0.930,1.081
10107,30/06/2008,30/09/2008,30/11/2008,10.423,10.586,9.415,0.229,0.288,0.845,0.382,0.378,0.506,0.000,0.592,5.763,0.000,0.486,1.545,9.210,0.894,5.533,2.748,0.140,0.020,0.000,0.020,5.354,1.414,0.958
10107,30/06/2008,30/09/2008,31/12/2008,10.021,10.178,9.045,0.229,0.288,0.845,0.382,0.378,0.506,0.000,0.592,5.763,0.000,0.486,1.545,9.210,0.894,5.533,2.748,0.140,0.020,0.000,0.020,5.144,1.730,1.012
10107,30/06/2008,30/09/2008,31/01/2009,8.814,8.953,7.958,0.229,0.288,0.845,0.382,0.378,0.506,0.000,0.592,5.763,0.000,0.486,1.545,9.210,0.894,5.533,2.748,0.140,0.020,0.000,0.020,4.525,1.860,0.890
10107,30/06/2008,31/12/2008,28/02/2009,8.455,8.636,7.066,0.244,0.278,0.842,0.362,0.373,0.486,0.000,0.592,5.237,0.000,0.483,1.520,8.956,0.903,5.641,2.753,0.145,0.020,0.000,0.045,4.164,-1.468,0.845
10107,30/06/2008,31/12/2008,31/03/2009,9.618,9.824,8.045,0.244,0.278,0.842,0.362,0.373,0.486,0.000,0.592,5.237,0.000,0.483,1.520,8.956,0.903,5.641,2.753,0.145,0.020,0.000,0.045,4.741,-1.531,0.961
10107,30/06/2008,31/12/2008,30/04/2009,10.607,10.834,8.874,0.244,0.278,0.842,0.362,0.373,0.486,0.000,0.592,5.237,0.000,0.483,1.520,8.956,0.903,5.641,2.753,0.145,0.020,0.000,0.045,5.230,-1.688,1.060
10107,30/06/2008,31/03/2009,31/05/2009,11.736,12.006,9.642,0.274,0.259,0.837,0.354,0.363,0.446,0.000,0.592,4.879,0.000,0.482,1.561,9.361,0.898,5.657,2.821,0.150,0.020,0.000,0.050,5.032,-1.403,1.163
10107,30/06/2008,31/03/2009,30/06/2009,13.354,13.661,10.982,0.274,0.259,0.837,0.354,0.363,0.446,0.000,0.592,4.879,0.000,0.482,1.561,9.361,0.898,5.657,2.821,0.150,0.020,0.000,0.050,5.732,-1.597,1.254
10107,30/06/2008,31/03/2009,31/07/2009,13.213,13.517,10.870,0.274,0.259,0.837,0.354,0.363,0.446,0.000,0.592,4.879,0.000,0.482,1.561,9.361,0.898,5.657,2.821,0.150,0.020,0.000,0.050,5.673,-1.404,1.253
10107,30/06/2009,30/06/2009,31/08/2009,14.939,15.216,11.538,0.317,0.249,0.831,0.339,0.305,0.384,0.087,0.497,5.087,0.095,0.492,1.823,11.591,0.776,4.716,2.608,0.154,0.024,0.000,0.059,5.553,-8.622,1.463
10107,30/06/2009,30/06/2009,30/09/2009,15.588,15.877,12.024,0.317,0.249,0.831,0.339,0.305,0.384,0.087,0.497,5.087,0.095,0.492,1.823,11.591,0.776,4.716,2.608,0.154,0.024,0.000,0.059,5.787,-8.997,1.527
10107,30/06/2009,30/06/2009,31/10/2009,16.806,17.117,12.934,0.317,0.249,0.831,0.339,0.305,0.384,0.087,0.497,5.087,0.095,0.492,1.823,11.591,0.776,4.716,2.608,0.154,0.024,0.000,0.059,6.224,-9.700,1.646
10107,30/06/2009,30/09/2009,30/11/2009,18.614,19.097,11.993,0.336,0.245,0.831,0.330,0.314,0.381,0.047,0.497,4.869,0.049,0.483,1.742,10.912,0.766,5.642,2.746,0.156,0.024,0.000,0.111,6.313,2.497,1.705
10107,30/06/2009,30/09/2009,31/12/2009,19.291,19.792,12.334,0.336,0.245,0.831,0.330,0.314,0.381,0.047,0.497,4.869,0.049,0.483,1.742,10.912,0.766,5.642,2.746,0.156,0.024,0.000,0.111,6.492,2.588,1.799
10107,30/06/2009,30/09/2009,31/01/2010,17.835,18.299,11.351,0.336,0.245,0.831,0.330,0.314,0.381,0.047,0.497,4.869,0.049,0.483,1.742,10.912,0.766,5.642,2.746,0.156,0.024,0.000,0.111,5.975,2.222,1.615
10107,30/06/2009,31/12/2009,28/02/2010,15.332,15.840,11.996,0.284,0.277,0.842,0.372,0.332,0.427,0.065,0.497,5.022,0.069,0.478,1.849,11.904,0.756,5.846,2.777,0.146,0.024,0.000,0.063,5.630,0.869,1.398
10107,30/06/2009,31/12/2009,31/03/2010,15.662,16.181,12.243,0.284,0.277,0.842,0.372,0.332,0.427,0.065,0.497,5.022,0.069,0.478,1.849,11.904,0.756,5.846,2.777,0.146,0.024,0.000,0.063,5.746,0.887,1.471
10107,30/06/2009,31/12/2009,30/04/2010,16.329,16.870,12.767,0.284,0.277,0.842,0.372,0.332,0.427,0.065,0.497,5.022,0.069,0.478,1.849,11.904,0.756,5.846,2.777,0.146,0.024,0.000,0.063,5.992,0.925,1.534
10107,30/06/2009,31/03/2010,31/05/2010,13.163,13.368,10.135,0.266,0.290,0.846,0.388,0.321,0.425,0.081,0.497,5.223,0.087,0.477,1.932,12.411,0.729,5.938,2.762,0.144,0.024,0.000,0.064,4.859,0.649,1.656
10107,30/06/2009,31/03/2010,30/06/2010,11.740,11.922,8.925,0.266,0.290,0.846,0.388,0.321,0.425,0.081,0.497,5.223,0.087,0.477,1.932,12.411,0.729,5.938,2.762,0.144,0.024,0.000,0.064,4.279,0.579,1.477
10107,30/06/2009,31/03/2010,31/07/2010,13.168,13.373,10.011,0.266,0.290,0.846,0.388,0.321,0.425,0.081,0.497,5.223,0.087,0.477,1.932,12.411,0.729,5.938,2.762,0.144,0.024,0.000,0.064,4.799,0.650,1.438
10107,30/06/2010,30/06/2010,31/08/2010,11.016,11.174,8.435,0.242,0.300,0.842,0.400,0.325,0.436,0.097,0.603,5.234,0.106,0.464,2.129,13.573,0.762,5.163,2.697,0.139,0.026,0.000,0.065,4.376,0.903,1.078
10107,30/06/2010,30/06/2010,30/09/2010,11.498,11.662,8.710,0.242,0.300,0.842,0.400,0.325,0.436,0.097,0.603,5.234,0.106,0.464,2.129,13.573,0.762,5.163,2.697,0.139,0.026,0.000,0.065,4.519,0.942,1.125
10107,30/06/2010,30/06/2010,31/10/2010,12.519,12.698,9.477,0.242,0.300,0.842,0.400,0.325,0.436,0.097,0.603,5.234,0.106,0.464,2.129,13.573,0.762,5.163,2.697,0.139,0.026,0.000,0.065,4.916,1.111,1.354
10107,30/06/2010,30/09/2010,30/11/2010,10.657,10.887,8.260,0.220,0.313,0.848,0.418,0.353,0.460,0.108,0.603,5.354,0.119,0.469,2.134,12.983,0.763,6.118,2.849,0.135,0.026,0.000,0.065,4.551,0.635,1.103
10107,30/06/2010,30/09/2010,31/12/2010,11.776,12.030,8.965,0.220,0.313,0.848,0.418,0.353,0.460,0.108,0.603,5.354,0.119,0.469,2.134,12.983,0.763,6.118,2.849,0.135,0.026,0.000,0.065,4.939,0.722,1.068
10107,30/06/2010,30/09/2010,31/01/2011,11.698,11.950,8.905,0.220,0.313,0.848,0.418,0.353,0.460,0.108,0.603,5.354,0.119,0.469,2.134,12.983,0.763,6.118,2.849,0.135,0.026,0.000,0.065,4.906,0.717,1.061
10107,30/06/2010,31/12/2010,28/02/2011,11.121,11.311,8.801,0.231,0.308,0.833,0.406,0.338,0.445,0.130,0.603,5.481,0.148,0.472,2.233,13.311,0.752,5.972,3.077,0.134,0.026,0.000,0.055,4.529,0.528,1.109
10107,30/06/2010,31/12/2010,31/03/2011,10.623,10.804,8.435,0.231,0.308,0.833,0.406,0.338,0.445,0.130,0.603,5.481,0.148,0.472,2.233,13.311,0.752,5.972,3.077,0.134,0.026,0.000,0.055,4.341,0.504,1.059
10107,30/06/2010,31/12/2010,30/04/2011,10.845,11.030,8.613,0.231,0.308,0.833,0.406,0.338,0.445,0.130,0.603,5.481,0.148,0.472,2.233,13.311,0.752,5.972,3.077,0.134,0.026,0.000,0.055,4.433,0.515,1.073
10107,30/06/2010,31/03/2011,31/05/2011,9.808,9.925,7.912,0.228,0.318,0.822,0.405,0.335,0.459,0.157,0.603,5.603,0.183,0.472,2.403,12.561,0.742,6.023,3.331,0.131,0.026,0.000,0.053,3.860,0.434,1.005
10107,30/06/2010,31/03/2011,30/06/2011,10.196,10.317,8.170,0.228,0.318,0.822,0.405,0.335,0.459,0.157,0.603,5.603,0.183,0.472,2.403,12.561,0.742,6.023,3.331,0.131,0.026,0.000,0.053,3.986,0.451,1.044
10107,30/06/2010,31/03/2011,31/07/2011,10.745,10.873,8.612,0.228,0.318,0.822,0.405,0.335,0.459,0.157,0.603,5.603,0.183,0.472,2.403,12.561,0.742,6.023,3.331,0.131,0.026,0.000,0.053,4.202,0.476,1.149
10107,30/06/2011,30/06/2011,31/08/2011,9.744,9.888,8.256,0.233,0.331,0.814,0.401,0.305,0.441,0.173,0.523,6.325,0.204,0.475,2.604,12.348,0.718,4.996,3.326,0.129,0.027,0.000,0.039,3.807,1.478,1.055
10107,30/06/2011,30/06/2011,30/09/2011,9.117,9.253,7.754,0.233,0.331,0.814,0.401,0.305,0.441,0.173,0.523,6.325,0.204,0.475,2.604,12.348,0.718,4.996,3.326,0.129,0.027,0.000,0.039,3.576,1.464,0.968
10107,30/06/2011,30/06/2011,31/10/2011,9.755,9.900,8.299,0.233,0.331,0.814,0.401,0.305,0.441,0.173,0.523,6.325,0.204,0.475,2.604,12.348,0.718,4.996,3.326,0.129,0.027,0.000,0.039,3.827,1.664,1.036
10107,30/06/2011,30/09/2011,30/11/2011,9.201,9.302,7.884,0.230,0.330,0.811,0.396,0.306,0.447,0.172,0.523,5.936,0.204,0.465,2.690,9.654,0.697,5.921,3.702,0.129,0.027,0.000,0.038,3.561,3.575,0.836
10107,30/06/2011,30/09/2011,31/12/2011,9.338,9.440,7.981,0.230,0.330,0.811,0.396,0.306,0.447,0.172,0.523,5.936,0.204,0.465,2.690,9.654,0.697,5.921,3.702,0.129,0.027,0.000,0.038,3.605,5.079,0.974
10107,30/06/2011,30/09/2011,31/01/2012,10.622,10.738,9.078,0.230,0.330,0.811,0.396,0.306,0.447,0.172,0.523,5.936,0.204,0.465,2.690,9.654,0.697,5.921,3.702,0.129,0.027,0.000,0.038,4.100,14.443,1.108
10107,30/06/2011,31/12/2011,29/02/2012,11.376,11.500,9.193,0.244,0.326,0.803,0.387,0.293,0.421,0.169,0.523,6.031,0.200,0.453,2.786,9.395,0.673,5.904,3.761,0.130,0.027,0.000,0.053,4.085,-20.961,1.367
10107,30/06/2011,31/12/2011,31/03/2012,11.561,11.687,9.353,0.244,0.326,0.803,0.387,0.293,0.421,0.169,0.523,6.031,0.200,0.453,2.786,9.395,0.673,5.904,3.761,0.130,0.027,0.000,0.053,4.155,-21.784,1.468
10107,30/06/2011,31/12/2011,30/04/2012,11.475,11.600,9.284,0.244,0.326,0.803,0.387,0.293,0.421,0.169,0.523,6.031,0.200,0.453,2.786,9.395,0.673,5.904,3.761,0.130,0.027,0.000,0.053,4.125,,1.476
10107,30/06/2011,31/03/2012,31/05/2012,10.500,10.653,8.204,0.259,0.320,0.805,0.387,0.286,0.391,0.161,0.523,6.078,0.188,0.442,2.830,8.878,0.654,5.873,3.739,0.132,0.027,0.000,0.060,3.497,9.552,1.347
10107,30/06/2011,31/03/2012,30/06/2012,11.004,11.164,8.577,0.259,0.320,0.805,0.387,0.286,0.391,0.161,0.523,6.078,0.188,0.442,2.830,8.878,0.654,5.873,3.739,0.132,0.027,0.000,0.060,3.656,-30.032,1.089
10107,30/06/2011,31/03/2012,31/07/2012,10.601,10.755,8.265,0.259,0.320,0.805,0.387,0.286,0.391,0.161,0.523,6.078,0.188,0.442,2.830,8.878,0.654,5.873,3.739,0.132,0.027,0.000,0.060,3.524,,
10107,30/06/2012,30/06/2012,31/08/2012,11.167,15.410,8.170,0.396,0.230,0.800,0.302,0.267,0.268,0.139,0.576,6.640,0.157,0.453,2.603,11.775,0.641,4.792,3.473,0.133,0.022,0.000,0.127,3.785,1.451,1.767
10107,30/06/2012,30/06/2012,30/09/2012,10.783,14.880,7.925,0.396,0.230,0.800,0.302,0.267,0.268,0.139,0.576,6.640,0.157,0.453,2.603,11.775,0.641,4.792,3.473,0.133,0.022,0.000,0.127,3.672,1.451,1.786
10107,30/06/2012,30/06/2012,31/10/2012,10.341,14.270,7.595,0.396,0.230,0.800,0.302,0.267,0.268,0.139,0.576,6.640,0.157,0.453,2.603,11.775,0.641,4.792,3.473,0.133,0.022,0.000,0.127,3.519,1.558,1.679
10107,30/06/2012,30/09/2012,30/11/2012,10.197,14.386,7.085,0.428,0.217,0.793,0.283,0.253,0.238,0.142,0.576,6.257,0.161,0.434,2.754,10.840,0.611,5.759,3.701,0.137,0.022,0.000,0.137,3.153,2.310,1.631
10107,30/06/2012,30/09/2012,31/12/2012,10.234,14.438,7.074,0.428,0.217,0.793,0.283,0.253,0.238,0.142,0.576,6.257,0.161,0.434,2.754,10.840,0.611,5.759,3.701,0.137,0.022,0.000,0.137,3.148,2.628,1.648
10107,30/06/2012,30/09/2012,31/01/2013,10.517,14.838,7.272,0.428,0.217,0.793,0.283,0.253,0.238,0.142,0.576,6.257,0.161,0.434,2.754,10.840,0.611,5.759,3.701,0.137,0.022,0.000,0.137,3.236,3.116,1.788
10107,30/06/2012,31/12/2012,28/02/2013,10.775,15.275,7.626,0.451,0.212,0.799,0.275,0.246,0.225,0.138,0.576,6.366,0.156,0.436,2.747,10.074,0.596,5.728,3.762,0.138,0.022,0.000,0.125,3.106,3.791,1.823
10107,30/06/2012,31/12/2012,31/03/2013,11.087,15.717,7.821,0.451,0.212,0.799,0.275,0.246,0.225,0.138,0.576,6.366,0.156,0.436,2.747,10.074,0.596,5.728,3.762,0.138,0.022,0.000,0.125,3.186,3.901,1.876
10107,30/06/2012,31/12/2012,30/04/2013,12.829,18.187,9.053,0.451,0.212,0.799,0.275,0.246,0.225,0.138,0.576,6.366,0.156,0.436,2.747,10.074,0.596,5.728,3.762,0.138,0.022,0.000,0.125,3.687,20.735,2.115
10107,30/06/2012,31/03/2013,31/05/2013,12.554,18.083,9.522,0.440,0.216,0.799,0.280,0.256,0.231,0.135,0.576,6.419,0.151,0.438,2.753,9.300,0.601,5.852,3.825,0.134,0.022,0.000,0.114,3.684,24.683,2.120
10107,30/06/2012,31/03/2013,30/06/2013,12.426,17.899,9.400,0.440,0.216,0.799,0.280,0.256,0.231,0.135,0.576,6.419,0.151,0.438,2.753,9.300,0.601,5.852,3.825,0.134,0.022,0.000,0.114,3.636,24.432,2.048
10107,30/06/2012,31/03/2013,31/07/2013,11.453,16.497,8.666,0.440,0.216,0.799,0.280,0.256,0.231,0.135,0.576,6.419,0.151,0.438,2.753,9.300,0.601,5.852,3.825,0.134,0.022,0.000,0.114,3.353,,
10107,30/06/2013,30/06/2013,31/08/2013,12.370,12.946,9.649,0.352,0.281,0.783,0.347,0.234,0.294,0.138,0.454,6.354,0.156,0.446,2.712,10.998,0.590,4.680,3.934,0.134,0.033,0.000,0.053,3.450,3.119,1.500
10107,30/06/2013,30/06/2013,30/09/2013,12.326,12.899,9.633,0.352,0.281,0.783,0.347,0.234,0.294,0.138,0.454,6.354,0.156,0.446,2.712,10.998,0.590,4.680,3.934,0.134,0.033,0.000,0.053,3.444,3.418,1.483
10107,30/06/2013,30/06/2013,31/10/2013,13.113,13.723,10.251,0.352,0.281,0.783,0.347,0.234,0.294,0.138,0.454,6.354,0.156,0.446,2.712,10.998,0.590,4.680,3.934,0.134,0.033,0.000,0.053,3.665,7.273,1.665
10107,30/06/2013,30/09/2013,30/11/2013,13.667,14.175,11.148,0.340,0.282,0.786,0.347,0.247,0.296,0.137,0.454,6.148,0.154,0.434,2.826,8.257,0.587,5.866,3.926,0.133,0.033,0.000,0.044,3.795,18.782,3.259
10107,30/06/2013,30/09/2013,31/12/2013,13.409,13.907,10.874,0.340,0.282,0.786,0.347,0.247,0.296,0.137,0.454,6.148,0.154,0.434,2.826,8.257,0.587,5.866,3.926,0.133,0.033,0.000,0.044,3.702,21.538,3.197
10107,30/06/2013,30/09/2013,31/01/2014,13.563,14.067,11.000,0.340,0.282,0.786,0.347,0.247,0.296,0.137,0.454,6.148,0.154,0.434,2.826,8.257,0.587,5.866,3.926,0.133,0.033,0.000,0.044,3.745,,3.234
10107,30/06/2013,31/12/2013,28/02/2014,13.585,14.137,11.282,0.355,0.274,0.765,0.336,0.241,0.287,0.152,0.454,6.020,0.175,0.437,2.914,9.473,0.583,5.910,3.988,0.131,0.033,0.000,0.038,3.635,6.244,2.291
10107,30/06/2013,31/12/2013,31/03/2014,14.535,15.125,12.012,0.355,0.274,0.765,0.336,0.241,0.287,0.152,0.454,6.020,0.175,0.437,2.914,9.473,0.583,5.910,3.988,0.131,0.033,0.000,0.038,3.870,8.016,2.508
10107,30/06/2013,31/12/2013,30/04/2014,14.326,14.908,11.840,0.355,0.274,0.765,0.336,0.241,0.287,0.152,0.454,6.020,0.175,0.437,2.914,9.473,0.583,5.910,3.988,0.131,0.033,0.000,0.038,3.815,7.901,2.840
10107,30/06/2013,31/03/2014,31/05/2014,15.219,15.333,11.816,0.379,0.269,0.753,0.329,0.222,0.271,0.167,0.454,5.925,0.195,0.440,2.984,10.214,0.561,5.750,4.149,0.132,0.033,0.000,0.043,3.768,10.158,2.262
10107,30/06/2013,31/03/2014,30/06/2014,15.502,15.618,12.004,0.379,0.269,0.753,0.329,0.222,0.271,0.167,0.454,5.925,0.195,0.440,2.984,10.214,0.561,5.750,4.149,0.132,0.033,0.000,0.043,3.828,8.278,2.304
10107,30/06/2013,31/03/2014,31/07/2014,16.045,16.165,12.426,0.379,0.269,0.753,0.329,0.222,0.271,0.167,0.454,5.925,0.195,0.440,2.984,10.214,0.561,5.750,4.149,0.132,0.033,0.000,0.043,3.963,10.709,2.350
10107,30/06/2014,30/06/2014,31/08/2014,16.888,17.274,11.614,0.420,0.255,0.738,0.322,0.202,0.255,0.187,0.390,6.348,0.223,0.479,2.504,9.869,0.549,4.669,3.819,0.132,0.027,0.000,0.065,4.046,5.048,2.044
10107,30/06/2014,30/06/2014,30/09/2014,17.234,17.627,11.874,0.420,0.255,0.738,0.322,0.202,0.255,0.187,0.390,6.348,0.223,0.479,2.504,9.869,0.549,4.669,3.819,0.132,0.027,0.000,0.065,4.137,5.795,2.086
10107,30/06/2014,30/06/2014,31/10/2014,17.454,17.852,12.007,0.420,0.255,0.738,0.322,0.202,0.255,0.187,0.390,6.348,0.223,0.479,2.504,9.869,0.549,4.669,3.819,0.132,0.027,0.000,0.065,4.183,5.217,2.113
10107,30/06/2014,30/09/2014,30/11/2014,17.577,18.749,12.171,0.434,0.235,0.731,0.300,0.217,0.242,0.186,0.390,6.035,0.222,0.459,2.802,10.529,0.559,5.887,4.143,0.128,0.027,0.000,0.069,4.243,12.327,2.457
10107,30/06/2014,30/09/2014,31/12/2014,17.077,18.216,11.789,0.434,0.235,0.731,0.300,0.217,0.242,0.186,0.390,6.035,0.222,0.459,2.802,10.529,0.559,5.887,4.143,0.128,0.027,0.000,0.069,4.110,11.977,2.366
