permno,adate,qdate,public_date,pe_op_basic,pe_exi,pcf,dpr,npm,gpm,ptpm,roa,roe,capital_ratio,cash_debt,lt_ppent,dltt_be,debt_assets,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_1yrforward,PEG_ltgforward
11850,31/12/2014,31/03/2015,30/06/2015,12.474,12.474,9.152,0.414,0.086,0.178,0.130,0.128,0.130,0.072,0.268,0.666,0.063,0.477,0.883,15.785,0.941,11.172,6.262,0.003,0.000,0.000,0.027,1.655,-0.300,-2.546
11850,31/12/2014,31/03/2015,31/07/2015,11.876,11.876,8.713,0.414,0.086,0.178,0.130,0.128,0.130,0.072,0.268,0.666,0.063,0.477,0.883,15.785,0.941,11.172,6.262,0.003,0.000,0.000,0.027,1.576,-0.294,-4.515
11850,31/12/2014,30/06/2015,31/08/2015,13.388,13.388,8.571,0.498,0.080,0.182,0.120,0.116,0.110,0.082,0.268,0.664,0.072,0.480,0.873,14.491,0.854,10.827,6.079,0.003,0.000,0.000,0.037,1.479,-0.305,-2.412
11850,31/12/2014,30/06/2015,30/09/2015,13.230,13.230,8.470,0.498,0.080,0.182,0.120,0.116,0.110,0.082,0.268,0.664,0.072,0.480,0.873,14.491,0.854,10.827,6.079,0.003,0.000,0.000,0.037,1.462,-0.288,-1.931
11850,31/12/2014,30/06/2015,31/10/2015,14.722,14.722,9.425,0.498,0.080,0.182,0.120,0.116,0.110,0.082,0.268,0.664,0.072,0.480,0.873,14.491,0.854,10.827,6.079,0.003,0.000,0.000,0.037,1.627,-0.312,-2.103
11850,31/12/2014,30/09/2015,30/11/2015,17.228,17.228,10.184,0.600,0.076,0.186,0.108,0.102,0.093,0.093,0.268,0.663,0.083,0.483,0.866,12.908,0.758,10.353,5.781,0.004,0.000,0.000,0.039,1.627,-0.372,-1.813
11850,31/12/2014,30/09/2015,31/12/2015,16.445,16.445,9.722,0.600,0.076,0.186,0.108,0.102,0.093,0.093,0.268,0.663,0.083,0.483,0.866,12.908,0.758,10.353,5.781,0.004,0.000,0.000,0.039,1.553,-0.352,-1.731
12060,31/12/2004,30/09/2005,31/01/2006,18.399,18.503,8.804,0.485,0.129,0.498,0.165,0.037,0.151,0.658,0.059,9.288,1.690,0.824,,6.100,0.201,0.433,0.497,0.017,0.000,0.000,0.028,2.710,2.263,1.661
12060,31/12/2005,31/12/2005,28/02/2006,18.676,18.676,9.227,0.518,0.125,0.580,0.160,0.066,0.148,0.660,0.068,8.232,1.689,0.826,,3.529,0.209,0.453,0.603,0.018,0.000,0.000,0.027,2.764,1.235,1.690
12060,31/12/2005,31/12/2005,31/03/2006,19.761,19.761,9.608,0.518,0.125,0.580,0.160,0.066,0.148,0.660,0.068,8.232,1.689,0.826,,3.529,0.209,0.453,0.603,0.018,0.000,0.000,0.027,2.878,1.307,1.788
12060,31/12/2005,31/12/2005,30/04/2006,19.653,19.653,9.556,0.518,0.125,0.580,0.160,0.066,0.148,0.660,0.068,8.232,1.689,0.826,,3.529,0.209,0.453,0.603,0.018,0.000,0.000,0.027,2.862,1.252,1.777
12060,31/12/2005,31/03/2006,31/05/2006,19.140,19.247,10.699,0.511,0.126,0.563,0.160,0.064,0.148,0.664,0.068,8.537,1.721,0.824,,5.052,0.217,0.447,0.998,0.018,0.000,0.000,0.021,2.866,1.226,1.740
12060,31/12/2005,31/03/2006,30/06/2006,18.413,18.517,10.293,0.511,0.126,0.563,0.160,0.064,0.148,0.664,0.068,8.537,1.721,0.824,,5.052,0.217,0.447,0.998,0.018,0.000,0.000,0.021,2.757,1.180,1.799
12060,31/12/2005,31/03/2006,31/07/2006,18.263,18.365,10.135,0.511,0.126,0.563,0.160,0.064,0.148,0.664,0.068,8.537,1.721,0.824,,5.052,0.217,0.447,0.998,0.018,0.000,0.000,0.021,2.715,1.170,1.731
12060,31/12/2005,30/06/2006,31/08/2006,18.612,18.612,10.246,0.515,0.129,0.550,0.163,0.064,0.152,0.670,0.068,8.100,1.773,0.823,,5.096,0.224,0.439,1.037,0.018,0.000,0.000,0.022,2.830,1.231,1.709
12060,31/12/2005,30/06/2006,30/09/2006,19.290,19.290,10.619,0.515,0.129,0.550,0.163,0.064,0.152,0.670,0.068,8.100,1.773,0.823,,5.096,0.224,0.439,1.037,0.018,0.000,0.000,0.022,2.934,1.276,1.771
12060,31/12/2005,30/06/2006,31/10/2006,19.186,19.186,10.562,0.515,0.129,0.550,0.163,0.064,0.152,0.670,0.068,8.100,1.773,0.823,,5.096,0.224,0.439,1.037,0.018,0.000,0.000,0.022,2.918,1.269,1.825
12060,31/12/2005,30/09/2006,30/11/2006,19.174,19.174,12.313,0.527,0.128,0.580,0.159,0.066,0.154,0.677,0.068,7.983,1.823,0.826,,3.529,0.224,0.463,0.603,0.018,0.000,0.000,0.015,2.847,1.268,1.817
12060,31/12/2005,30/09/2006,31/12/2006,20.223,20.223,12.987,0.527,0.128,0.580,0.159,0.066,0.154,0.677,0.068,7.983,1.823,0.826,,3.529,0.224,0.463,0.603,0.018,0.000,0.000,0.015,3.002,1.338,1.941
12060,31/12/2005,30/09/2006,31/01/2007,19.592,19.592,12.582,0.527,0.128,0.580,0.159,0.066,0.154,0.677,0.068,7.983,1.823,0.826,,3.529,0.224,0.463,0.603,0.018,0.000,0.000,0.015,2.909,1.296,1.848
12060,31/12/2006,31/12/2006,28/02/2007,17.543,17.543,11.714,0.517,0.128,0.587,0.159,0.078,0.164,0.699,0.053,7.701,2.062,0.828,,3.089,0.235,0.469,1.171,0.018,0.000,0.000,0.015,2.838,1.518,1.655
12060,31/12/2006,31/12/2006,31/03/2007,17.769,17.769,11.865,0.517,0.128,0.587,0.159,0.078,0.164,0.699,0.053,7.701,2.062,0.828,,3.089,0.235,0.469,1.171,0.018,0.000,0.000,0.015,2.875,1.537,1.676
12060,31/12/2006,31/12/2006,30/04/2007,18.523,18.523,12.374,0.517,0.128,0.587,0.159,0.078,0.164,0.699,0.053,7.701,2.062,0.828,,3.089,0.235,0.469,1.171,0.018,0.000,0.000,0.015,2.998,1.603,1.742
12060,31/12/2006,31/03/2007,31/05/2007,18.790,19.173,12.854,0.526,0.133,0.587,0.166,0.078,0.161,0.695,0.053,7.694,2.007,0.826,,3.089,0.222,0.437,1.171,0.018,0.000,0.000,0.014,3.028,1.659,1.804
12060,31/12/2006,31/03/2007,30/06/2007,19.140,19.531,13.093,0.526,0.133,0.587,0.166,0.078,0.161,0.695,0.053,7.694,2.007,0.826,,3.089,0.222,0.437,1.171,0.018,0.000,0.000,0.014,3.085,1.767,1.837
12060,31/12/2006,31/03/2007,31/07/2007,19.380,19.776,13.203,0.526,0.133,0.587,0.166,0.078,0.161,0.695,0.053,7.694,2.007,0.826,,3.089,0.222,0.437,1.171,0.018,0.000,0.000,0.014,3.111,1.789,1.860
12060,31/12/2006,30/06/2007,31/08/2007,18.079,18.869,10.801,0.515,0.135,0.587,0.170,0.078,0.168,0.700,0.053,7.786,2.075,0.828,,3.089,0.223,0.436,1.171,0.018,0.000,0.000,0.022,3.071,1.707,1.762
12060,31/12/2006,30/06/2007,30/09/2007,19.256,20.097,11.504,0.515,0.135,0.587,0.170,0.078,0.168,0.700,0.053,7.786,2.075,0.828,,3.089,0.223,0.436,1.171,0.018,0.000,0.000,0.022,3.271,1.818,1.876
12060,31/12/2006,30/06/2007,31/10/2007,19.144,19.981,11.437,0.515,0.135,0.587,0.170,0.078,0.168,0.700,0.053,7.786,2.075,0.828,,3.089,0.223,0.436,1.171,0.018,0.000,0.000,0.022,3.252,1.893,1.748
12060,31/12/2006,30/09/2007,30/11/2007,17.094,18.233,10.286,0.521,0.133,0.444,0.165,0.030,0.169,0.712,0.053,7.941,2.227,0.833,,5.740,0.223,0.433,1.695,0.017,0.000,0.000,0.022,3.131,1.728,1.605
12060,31/12/2006,30/09/2007,31/12/2007,16.549,17.652,9.958,0.521,0.133,0.444,0.165,0.030,0.169,0.712,0.053,7.941,2.227,0.833,,5.740,0.223,0.433,1.695,0.017,0.000,0.000,0.022,3.031,1.673,1.551
12060,31/12/2006,30/09/2007,31/01/2008,15.786,16.838,9.499,0.521,0.133,0.444,0.165,0.030,0.169,0.712,0.053,7.941,2.227,0.833,,5.740,0.223,0.433,1.695,0.017,0.000,0.000,0.022,2.891,1.596,1.452
12060,31/12/2007,31/12/2007,29/02/2008,14.162,15.064,7.199,0.521,0.132,0.622,0.162,0.084,0.177,0.734,0.068,8.624,2.498,0.845,,2.704,0.227,0.433,1.160,0.018,0.000,0.000,0.031,2.591,1.441,1.369
12060,31/12/2007,31/12/2007,31/03/2008,15.816,16.823,8.037,0.521,0.132,0.622,0.162,0.084,0.177,0.734,0.068,8.624,2.498,0.845,,2.704,0.227,0.433,1.160,0.018,0.000,0.000,0.031,2.893,1.609,1.529
12060,31/12/2007,31/12/2007,30/04/2008,13.974,14.864,7.091,0.521,0.132,0.622,0.162,0.084,0.177,0.734,0.068,8.624,2.498,0.845,,2.704,0.227,0.433,1.160,0.018,0.000,0.000,0.031,2.552,16.350,1.351
12060,31/12/2007,31/03/2008,31/05/2008,13.474,14.288,6.404,0.535,0.127,0.562,0.154,0.070,0.172,0.732,0.068,8.513,2.485,0.843,,4.737,0.220,0.421,1.676,0.017,0.000,0.000,0.034,2.432,15.717,1.299
12060,31/12/2007,31/03/2008,30/06/2008,11.706,12.414,5.564,0.535,0.127,0.562,0.154,0.070,0.172,0.732,0.068,8.513,2.485,0.843,,4.737,0.220,0.421,1.676,0.017,0.000,0.000,0.034,2.113,13.655,1.129
12060,31/12/2007,31/03/2008,31/07/2008,12.408,13.158,5.886,0.535,0.127,0.562,0.154,0.070,0.172,0.732,0.068,8.513,2.485,0.843,,4.737,0.220,0.421,1.676,0.017,0.000,0.000,0.034,2.235,14.959,1.196
12060,31/12/2007,30/06/2008,31/08/2008,12.434,13.009,6.127,0.551,0.122,0.576,0.145,0.073,0.171,0.742,0.068,8.753,2.613,0.847,,4.560,0.220,0.416,2.062,0.017,0.000,0.000,0.030,2.132,20.556,1.183
12060,31/12/2007,30/06/2008,30/09/2008,11.283,11.806,5.560,0.551,0.122,0.576,0.145,0.073,0.171,0.742,0.068,8.753,2.613,0.847,,4.560,0.220,0.416,2.062,0.017,0.000,0.000,0.030,1.935,17.971,1.073
12060,31/12/2007,30/06/2008,31/10/2008,8.633,9.032,4.257,0.551,0.122,0.576,0.145,0.073,0.171,0.742,0.068,8.753,2.613,0.847,,4.560,0.220,0.416,2.062,0.017,0.000,0.000,0.030,1.482,-0.795,0.834
12060,31/12/2007,30/09/2008,30/11/2008,7.986,8.176,3.749,0.577,0.115,0.584,0.138,0.074,0.166,0.744,0.068,8.859,2.634,0.850,,4.495,0.221,0.412,2.600,0.016,0.000,0.000,0.030,1.350,-0.720,0.755
12060,31/12/2007,30/09/2008,31/12/2008,7.535,7.714,3.738,0.577,0.115,0.584,0.138,0.074,0.166,0.744,0.068,8.859,2.634,0.850,,4.495,0.221,0.412,2.600,0.016,0.000,0.000,0.030,1.346,-0.530,0.812
12060,31/12/2007,30/09/2008,31/01/2009,5.642,5.776,2.799,0.577,0.115,0.584,0.138,0.074,0.166,0.744,0.068,8.859,2.634,0.850,,4.495,0.221,0.412,2.600,0.016,0.000,0.000,0.030,1.008,-0.326,0.608
12060,31/12/2008,31/12/2008,28/02/2009,4.342,4.781,1.851,0.702,0.100,0.594,0.109,0.075,0.153,0.759,0.071,8.712,3.021,0.858,,3.471,0.227,0.441,1.257,0.017,0.000,0.000,0.038,0.823,-0.164,0.551
12060,31/12/2008,31/12/2008,31/03/2009,5.158,5.680,2.199,0.702,0.100,0.594,0.109,0.075,0.153,0.759,0.071,8.712,3.021,0.858,,3.471,0.227,0.441,1.257,0.017,0.000,0.000,0.038,0.978,-0.153,0.655
12060,31/12/2008,31/12/2008,30/04/2009,6.454,7.107,2.751,0.702,0.100,0.594,0.109,0.075,0.153,0.759,0.071,8.712,3.021,0.858,,3.471,0.227,0.441,1.257,0.017,0.000,0.000,0.038,1.224,-0.166,0.820
12060,31/12/2008,31/03/2009,31/05/2009,7.489,8.373,3.453,0.779,0.094,0.586,0.096,0.068,0.135,0.754,0.071,8.892,2.830,0.854,,4.717,0.219,0.420,2.530,0.017,0.000,0.000,0.030,1.344,-0.189,1.025
12060,31/12/2008,31/03/2009,30/06/2009,6.511,7.280,3.002,0.779,0.094,0.586,0.096,0.068,0.135,0.754,0.071,8.892,2.830,0.854,,4.717,0.219,0.420,2.530,0.017,0.000,0.000,0.030,1.169,-0.166,0.828
12060,31/12/2008,31/03/2009,31/07/2009,7.444,8.323,3.432,0.779,0.094,0.586,0.096,0.068,0.135,0.754,0.071,8.892,2.830,0.854,,4.717,0.219,0.420,2.530,0.017,0.000,0.000,0.030,1.336,-0.188,0.950
12060,31/12/2008,30/06/2009,31/08/2009,9.205,10.451,4.096,0.947,0.083,0.579,0.080,0.063,0.119,0.755,0.071,8.892,2.904,0.853,,4.727,0.215,0.420,2.489,0.018,0.000,0.000,0.027,1.285,-0.235,1.267
12060,31/12/2008,30/06/2009,30/09/2009,10.874,12.346,4.838,0.947,0.083,0.579,0.080,0.063,0.119,0.755,0.071,8.892,2.904,0.853,,4.727,0.215,0.420,2.489,0.018,0.000,0.000,0.027,1.518,-0.278,1.491
12060,31/12/2008,30/06/2009,31/10/2009,9.444,10.722,4.202,0.947,0.083,0.579,0.080,0.063,0.119,0.755,0.071,8.892,2.904,0.853,,4.727,0.215,0.420,2.489,0.018,0.000,0.000,0.027,1.318,-0.236,1.214
12060,31/12/2008,30/09/2009,30/11/2009,12.045,14.432,4.980,0.957,0.075,0.577,0.064,0.057,0.106,0.757,0.071,8.950,2.990,0.850,,4.613,0.206,0.417,2.400,0.019,0.000,0.000,0.028,1.389,-0.325,1.408
12060,31/12/2008,30/09/2009,31/12/2009,11.376,13.631,4.703,0.957,0.075,0.577,0.064,0.057,0.106,0.757,0.071,8.950,2.990,0.850,,4.613,0.206,0.417,2.400,0.019,0.000,0.000,0.028,1.311,-0.311,1.381
12060,31/12/2008,30/09/2009,31/01/2010,12.090,14.486,4.999,0.957,0.075,0.577,0.064,0.057,0.106,0.757,0.071,8.950,2.990,0.850,,4.613,0.206,0.417,2.400,0.019,0.000,0.000,0.028,1.394,-0.331,1.468
12060,31/12/2009,31/12/2009,28/02/2010,14.600,15.592,6.968,0.621,0.072,0.575,0.066,0.052,0.098,0.763,0.037,9.488,3.157,0.840,,3.848,0.197,0.407,1.202,0.021,0.000,0.000,0.017,1.434,-4.015,1.729
12060,31/12/2009,31/12/2009,31/03/2010,16.545,17.670,7.898,0.621,0.072,0.575,0.066,0.052,0.098,0.763,0.037,9.488,3.157,0.840,,3.848,0.197,0.407,1.202,0.021,0.000,0.000,0.017,1.626,-6.067,1.959
12060,31/12/2009,31/12/2009,30/04/2010,17.145,18.311,8.185,0.621,0.072,0.575,0.066,0.052,0.098,0.763,0.037,9.488,3.157,0.840,,3.848,0.197,0.407,1.202,0.021,0.000,0.000,0.017,1.685,-18.437,2.085
12060,31/12/2009,31/03/2010,31/05/2010,15.874,16.856,5.429,0.683,0.069,0.570,0.068,0.051,0.092,0.758,0.037,9.291,3.051,0.842,,4.901,0.196,0.410,2.469,0.022,0.000,0.000,0.028,1.482,3.472,1.312
12060,31/12/2009,31/03/2010,30/06/2010,14.000,14.866,4.789,0.683,0.069,0.570,0.068,0.051,0.092,0.758,0.037,9.291,3.051,0.842,,4.901,0.196,0.410,2.469,0.022,0.000,0.000,0.028,1.307,2.552,1.266
12060,31/12/2009,31/03/2010,31/07/2010,15.650,16.619,5.353,0.683,0.069,0.570,0.068,0.051,0.092,0.758,0.037,9.291,3.051,0.842,,4.901,0.196,0.410,2.469,0.022,0.000,0.000,0.028,1.461,3.423,1.546
12060,31/12/2009,30/06/2010,31/08/2010,13.790,14.480,4.353,0.455,0.073,0.573,0.077,0.050,0.093,0.760,0.037,9.443,3.076,0.840,,4.975,0.195,0.413,2.541,0.022,0.000,0.000,0.032,1.330,1.864,1.270
12060,31/12/2009,30/06/2010,30/09/2010,15.476,16.250,4.885,0.455,0.073,0.573,0.077,0.050,0.093,0.760,0.037,9.443,3.076,0.840,,4.975,0.195,0.413,2.541,0.022,0.000,0.000,0.032,1.493,2.092,1.238
12060,31/12/2009,30/06/2010,31/10/2010,15.257,16.020,4.816,0.455,0.073,0.573,0.077,0.050,0.093,0.760,0.037,9.443,3.076,0.840,,4.975,0.195,0.413,2.541,0.022,0.000,0.000,0.032,1.472,2.063,1.207
12060,31/12/2009,30/09/2010,30/11/2010,14.934,14.934,4.544,0.430,0.078,0.578,0.088,0.052,0.098,0.762,0.037,9.617,3.133,0.840,,4.950,0.194,0.415,2.622,0.022,0.000,0.000,0.033,1.435,1.709,1.125
12060,31/12/2009,30/09/2010,31/12/2010,17.255,17.255,5.250,0.430,0.078,0.578,0.088,0.052,0.098,0.762,0.037,9.617,3.133,0.840,,4.950,0.194,0.415,2.622,0.022,0.000,0.000,0.033,1.658,2.222,1.300
12060,31/12/2009,30/09/2010,31/01/2011,19.000,19.000,5.781,0.430,0.078,0.578,0.088,0.052,0.098,0.762,0.037,9.617,3.133,0.840,,4.950,0.194,0.415,2.622,0.022,0.000,0.000,0.033,1.826,2.174,1.613
12060,31/12/2010,31/12/2010,28/02/2011,17.729,18.191,6.150,0.423,0.085,0.578,0.095,0.053,0.105,0.732,0.058,9.470,2.667,0.835,,4.094,0.194,0.425,1.314,0.026,0.000,0.000,0.031,1.824,1.231,1.421
12060,31/12/2010,31/12/2010,31/03/2011,16.992,17.435,5.894,0.423,0.085,0.578,0.095,0.053,0.105,0.732,0.058,9.470,2.667,0.835,,4.094,0.194,0.425,1.314,0.026,0.000,0.000,0.031,1.748,1.114,1.362
12060,31/12/2010,31/12/2010,30/04/2011,17.331,17.783,6.011,0.423,0.085,0.578,0.095,0.053,0.105,0.732,0.058,9.470,2.667,0.835,,4.094,0.194,0.425,1.314,0.026,0.000,0.000,0.031,1.783,1.136,1.494
12060,31/12/2010,31/03/2011,31/05/2011,16.644,15.839,5.672,0.414,0.093,0.574,0.128,0.053,0.115,0.747,0.058,9.434,2.905,0.836,,4.834,0.196,0.430,2.896,0.027,0.000,0.000,0.031,1.669,0.867,1.091
12060,31/12/2010,31/03/2011,30/06/2011,15.983,15.210,5.446,0.414,0.093,0.574,0.128,0.053,0.115,0.747,0.058,9.434,2.905,0.836,,4.834,0.196,0.430,2.896,0.027,0.000,0.000,0.031,1.602,0.833,1.047
12060,31/12/2010,31/03/2011,31/07/2011,15.178,14.444,5.170,0.414,0.093,0.574,0.128,0.053,0.115,0.747,0.058,9.434,2.905,0.836,,4.834,0.196,0.430,2.896,0.027,0.000,0.000,0.031,1.521,0.791,0.987
12060,31/12/2010,30/06/2011,31/08/2011,13.369,12.742,4.977,0.434,0.096,0.567,0.132,0.054,0.116,0.739,0.058,9.235,2.801,0.832,,4.573,0.195,0.435,2.937,0.027,0.000,0.000,0.028,1.357,0.637,0.876
12060,31/12/2010,30/06/2011,30/09/2011,12.475,11.891,4.645,0.434,0.096,0.567,0.132,0.054,0.116,0.739,0.058,9.235,2.801,0.832,,4.573,0.195,0.435,2.937,0.027,0.000,0.000,0.028,1.267,0.595,0.818
12060,31/12/2010,30/06/2011,31/10/2011,13.697,13.055,5.099,0.434,0.096,0.567,0.132,0.054,0.116,0.739,0.058,9.235,2.801,0.832,,4.573,0.195,0.435,2.937,0.027,0.000,0.000,0.028,1.391,0.653,0.886
12060,31/12/2010,30/09/2011,30/11/2011,13.598,12.935,4.959,0.556,0.098,0.563,0.133,0.053,0.115,0.730,0.058,9.115,2.668,0.828,,4.360,0.196,0.445,2.893,0.027,0.000,0.000,0.027,1.328,0.676,0.995
12060,31/12/2010,30/09/2011,31/12/2011,15.308,14.561,5.583,0.556,0.098,0.563,0.133,0.053,0.115,0.730,0.058,9.115,2.668,0.828,,4.360,0.196,0.445,2.893,0.027,0.000,0.000,0.027,1.495,0.761,1.084
12060,31/12/2010,30/09/2011,31/01/2012,15.991,15.211,5.832,0.556,0.098,0.563,0.133,0.053,0.115,0.730,0.058,9.115,2.668,0.828,,4.360,0.196,0.445,2.893,0.027,0.000,0.000,0.027,1.562,0.795,1.217
12060,31/12/2011,31/12/2011,29/02/2012,16.565,15.488,6.043,0.575,0.099,0.574,0.142,0.054,0.118,0.706,0.056,9.113,2.404,0.835,,3.611,0.193,0.437,1.409,0.033,0.000,0.000,0.026,1.733,1.248,1.236
12060,31/12/2011,31/12/2011,31/03/2012,17.452,16.317,6.366,0.575,0.099,0.574,0.142,0.054,0.118,0.706,0.056,9.113,2.404,0.835,,3.611,0.193,0.437,1.409,0.033,0.000,0.000,0.026,1.826,1.315,1.302
12060,31/12/2011,31/12/2011,30/04/2012,17.026,15.919,6.211,0.575,0.099,0.574,0.142,0.054,0.118,0.706,0.056,9.113,2.404,0.835,,3.611,0.193,0.437,1.409,0.033,0.000,0.000,0.026,1.781,1.283,1.352
12060,31/12/2011,31/03/2012,31/05/2012,15.520,15.520,6.295,0.584,0.099,0.567,0.118,0.054,0.114,0.717,0.056,9.018,2.526,0.829,,3.898,0.196,0.458,2.666,0.032,0.000,0.000,0.025,1.683,1.181,1.225
12060,31/12/2011,31/03/2012,30/06/2012,16.943,16.943,6.872,0.584,0.099,0.567,0.118,0.054,0.114,0.717,0.056,9.018,2.526,0.829,,3.898,0.196,0.458,2.666,0.032,0.000,0.000,0.025,1.838,1.290,1.337
12060,31/12/2011,31/03/2012,31/07/2012,16.870,16.870,6.819,0.584,0.099,0.567,0.118,0.054,0.114,0.717,0.056,9.018,2.526,0.829,,3.898,0.196,0.458,2.666,0.032,0.000,0.000,0.025,1.824,1.360,1.336
12060,31/12/2011,30/06/2012,31/08/2012,16.568,16.568,6.742,0.589,0.099,0.557,0.115,0.054,0.115,0.713,0.056,8.947,2.472,0.828,,3.957,0.200,0.472,2.669,0.032,0.000,0.000,0.025,1.814,1.335,1.232
12060,31/12/2011,30/06/2012,30/09/2012,18.168,18.168,7.393,0.589,0.099,0.557,0.115,0.054,0.115,0.713,0.056,8.947,2.472,0.828,,3.957,0.200,0.472,2.669,0.032,0.000,0.000,0.025,1.989,1.464,1.481
12060,31/12/2011,30/06/2012,31/10/2012,16.848,16.848,6.856,0.589,0.099,0.557,0.115,0.054,0.115,0.713,0.056,8.947,2.472,0.828,,3.957,0.200,0.472,2.669,0.032,0.000,0.000,0.025,1.844,1.282,1.380
12060,31/12/2011,30/09/2012,30/11/2012,15.652,15.652,7.585,0.494,0.100,0.545,0.116,0.053,0.118,0.710,0.056,8.753,2.443,0.826,,4.021,0.204,0.483,2.769,0.032,0.000,0.000,0.021,1.816,1.532,1.396
12060,31/12/2011,30/09/2012,31/12/2012,15.548,15.548,7.534,0.494,0.100,0.545,0.116,0.053,0.118,0.710,0.056,8.753,2.443,0.826,,4.021,0.204,0.483,2.769,0.032,0.000,0.000,0.021,1.804,1.521,1.382
12060,31/12/2011,30/09/2012,31/01/2013,16.504,16.504,7.997,0.494,0.100,0.545,0.116,0.053,0.118,0.710,0.056,8.753,2.443,0.826,,4.021,0.204,0.483,2.769,0.032,0.000,0.000,0.021,1.915,1.615,1.487
12060,31/12/2012,31/12/2012,28/02/2013,16.826,16.705,7.706,0.502,0.101,0.543,0.120,0.055,0.123,0.691,0.056,7.984,2.236,0.813,,3.494,0.206,0.485,1.546,0.031,0.000,0.000,0.024,1.964,1.693,1.519
12060,31/12/2012,31/12/2012,31/03/2013,16.754,16.633,7.653,0.502,0.101,0.543,0.120,0.055,0.123,0.691,0.056,7.984,2.236,0.813,,3.494,0.206,0.485,1.546,0.031,0.000,0.000,0.024,1.950,1.685,1.575
12060,31/12/2012,31/12/2012,30/04/2013,16.152,16.036,7.378,0.502,0.101,0.543,0.120,0.055,0.123,0.691,0.056,7.984,2.236,0.813,,3.494,0.206,0.485,1.546,0.031,0.000,0.000,0.024,1.880,1.625,1.436
12060,31/12/2012,31/03/2013,31/05/2013,16.899,16.308,8.181,0.490,0.106,0.538,0.124,0.051,0.124,0.706,0.056,8.228,2.404,0.815,,3.897,0.207,0.495,2.971,0.032,0.000,0.000,0.021,1.949,1.771,1.478
12060,31/12/2012,31/03/2013,30/06/2013,16.804,16.217,8.135,0.490,0.106,0.538,0.124,0.051,0.124,0.706,0.056,8.228,2.404,0.815,,3.897,0.207,0.495,2.971,0.032,0.000,0.000,0.021,1.938,1.761,1.492
12060,31/12/2012,31/03/2013,31/07/2013,17.659,17.042,8.420,0.490,0.106,0.538,0.124,0.051,0.124,0.706,0.056,8.228,2.404,0.815,,3.897,0.207,0.495,2.971,0.032,0.000,0.000,0.021,2.006,1.850,1.555
12060,31/12/2012,30/06/2013,31/08/2013,16.529,16.529,8.113,0.515,0.104,0.540,0.122,0.051,0.120,0.707,0.056,8.024,2.414,0.811,,3.780,0.208,0.498,2.966,0.032,0.000,0.000,0.021,1.924,1.795,1.687
12060,31/12/2012,30/06/2013,30/09/2013,17.064,17.064,8.376,0.515,0.104,0.540,0.122,0.051,0.120,0.707,0.056,8.024,2.414,0.811,,3.780,0.208,0.498,2.966,0.032,0.000,0.000,0.021,1.986,1.853,1.741
12060,31/12/2012,30/06/2013,31/10/2013,18.671,18.671,9.165,0.515,0.104,0.540,0.122,0.051,0.120,0.707,0.056,8.024,2.414,0.811,,3.780,0.208,0.498,2.966,0.032,0.000,0.000,0.021,2.173,2.365,1.909
12060,31/12/2012,30/09/2013,30/11/2013,19.896,19.180,9.492,0.531,0.103,0.536,0.119,0.051,0.118,0.706,0.056,7.845,2.406,0.808,,3.701,0.210,0.504,2.991,0.032,0.000,0.000,0.021,2.198,2.650,1.937
12060,31/12/2012,30/09/2013,31/12/2013,20.918,20.165,9.980,0.531,0.103,0.536,0.119,0.051,0.118,0.706,0.056,7.845,2.406,0.808,,3.701,0.210,0.504,2.991,0.032,0.000,0.000,0.021,2.311,2.554,2.211
12060,31/12/2012,30/09/2013,31/01/2014,18.754,18.079,8.948,0.531,0.103,0.536,0.119,0.051,0.118,0.706,0.056,7.845,2.406,0.808,,3.701,0.210,0.504,2.991,0.032,0.000,0.000,0.021,2.072,2.290,2.000
12060,31/12/2013,31/12/2013,28/02/2014,18.457,17.327,8.942,0.532,0.108,0.515,0.115,0.049,0.120,0.671,0.055,7.552,2.040,0.792,,3.463,0.210,0.502,1.693,0.034,0.000,0.000,0.020,1.957,4.736,2.043
12060,31/12/2013,31/12/2013,31/03/2014,18.761,17.612,9.082,0.532,0.108,0.515,0.115,0.049,0.120,0.671,0.055,7.552,2.040,0.792,,3.463,0.210,0.502,1.693,0.034,0.000,0.000,0.020,1.988,4.814,2.077
12060,31/12/2013,31/12/2013,30/04/2014,19.486,18.293,9.433,0.532,0.108,0.515,0.115,0.049,0.120,0.671,0.055,7.552,2.040,0.792,,3.463,0.210,0.502,1.693,0.034,0.000,0.000,0.020,2.065,5.000,2.162
12060,31/12/2013,31/03/2014,31/05/2014,18.476,19.844,9.286,0.584,0.100,0.479,0.106,0.045,0.111,0.696,0.055,7.655,2.292,0.798,,3.931,0.211,0.513,3.327,0.033,0.000,0.000,0.023,2.032,6.509,2.340
12060,31/12/2013,31/03/2014,30/06/2014,18.124,19.467,9.109,0.584,0.100,0.479,0.106,0.045,0.111,0.696,0.055,7.655,2.292,0.798,,3.931,0.211,0.513,3.327,0.033,0.000,0.000,0.023,1.993,6.385,2.296
12060,31/12/2013,31/03/2014,31/07/2014,17.345,18.630,8.723,0.584,0.100,0.479,0.106,0.045,0.111,0.696,0.055,7.655,2.292,0.798,,3.931,0.211,0.513,3.327,0.033,0.000,0.000,0.023,1.909,6.111,2.086
