PERMNO;date;SICCD;TICKER;DCLRDT;PAYDT;HSICMG;DIVAMT;FACPR;FACSHR;BIDLO;ASKHI;PRC;VOL;SHROUT;SPREAD;RETX;ewretd;permno;adate;qdate;public_date;pe_op_basic;pe_exi;pcf;dpr;npm;gpm;ptpm;roa;roe;capital_ratio;cash_debt;lt_ppent;dltt_be;debt_assets;curr_ratio;inv_turn;at_turn;rect_turn;pay_turn;rd_sale;adv_sale;staff_sale;accrual;ptb;PEG_1yrforward;PEG_ltgforward
43449;30.11.2012;5812;MCD;20.09.2012;17.12.2012;;0.77;0;0;84.05;87.97;87.04;1333802;1003977;;0.002765;0.00279;43449;31.12.2011;30.09.2012;30.11.2012;16.209;16.392;12.664;0.522;0.198;0.447;0.291;0.297;0.352;0.466;0.384;0.823;0.793;0.573;1.163;135.019;0.822;21.365;18.229;0;0.028;0.171;0.044;5.688;17.135;1.928
43449;31.12.2012;5812;MCD;;;;;;;86.97;90.52;88.21;1140643;1003977;;0.013442;0.021872;43449;31.12.2011;30.09.2012;31.12.2012;16.426;16.612;12.834;0.522;0.198;0.447;0.291;0.297;0.352;0.466;0.384;0.823;0.793;0.573;1.163;135.019;0.822;21.365;18.229;0;0.028;0.171;0.044;5.764;18.566;1.914
43449;31.01.2013;5812;MCD;;;;;;;89.8487;95.29;95.29;1103930;1003977;;0.080263;0.063509;43449;31.12.2011;30.09.2012;31.01.2013;17.745;17.945;13.864;0.522;0.198;0.447;0.291;0.297;0.352;0.466;0.384;0.823;0.793;0.573;1.163;135.019;0.822;21.365;18.229;0;0.028;0.171;0.044;6.227;21.319;2.03
43449;28.02.2013;5812;MCD;30.01.2013;15.03.2013;;0.77;0;0;93.56;96.22;95.9;980662;1002792;;0.006402;0.0035;43449;31.12.2012;31.12.2012;28.02.2013;17.726;17.892;13.805;0.53;0.198;0.443;0.293;0.286;0.336;0.471;0.347;0.814;0.81;0.568;1.446;128.709;0.806;20.345;14.6;0;0.029;0.171;0.044;5.716;2.23;2.013
43449;28.03.2013;5812;MCD;;;;;;;95.07;99.69;99.69;927515;1002792;;0.03952;0.031419;43449;31.12.2012;31.12.2012;31.03.2013;18.427;18.599;14.351;0.53;0.198;0.443;0.293;0.286;0.336;0.471;0.347;0.814;0.81;0.568;1.446;128.709;0.806;20.345;14.6;0;0.029;0.171;0.044;5.942;2.374;2.002
43449;30.04.2013;5812;MCD;;;;;;;99.05;103.59;102.14;1022884;1002791;;0.024576;0.002477;43449;31.12.2012;31.12.2012;30.04.2013;18.88;19.056;14.703;0.53;0.198;0.443;0.293;0.286;0.336;0.471;0.347;0.814;0.81;0.568;1.446;128.709;0.806;20.345;14.6;0;0.029;0.171;0.044;6.088;2.491;2.175
43449;31.05.2013;5812;MCD;22.05.2013;17.06.2013;;0.77;0;0;96.57;102.92;96.57;1320048;1002549;;-0.054533;0.023985;43449;31.12.2012;31.03.2013;31.05.2013;17.752;17.917;13.792;0.541;0.198;0.445;0.291;0.29;0.343;0.47;0.347;0.817;0.805;0.572;1.256;136.948;0.809;21.361;16.881;0;0.029;0.171;0.046;5.74;2.824;2.045
43449;28.06.2013;5812;MCD;;;;;;;96.42;99.75;99;921312;1002549;;0.025163;-0.013012;43449;31.12.2012;31.03.2013;30.06.2013;18.199;18.367;14.14;0.541;0.198;0.445;0.291;0.29;0.343;0.47;0.347;0.817;0.805;0.572;1.256;136.948;0.809;21.361;16.881;0;0.029;0.171;0.046;5.885;2.896;2.133
43449;31.07.2013;5812;MCD;;;;;;;96.66;101.58;98.08;1034892;999646;;-0.009293;0.054898;43449;31.12.2012;31.03.2013;31.07.2013;18.029;18.197;13.968;0.541;0.198;0.445;0.291;0.29;0.343;0.47;0.347;0.817;0.805;0.572;1.256;136.948;0.809;21.361;16.881;0;0.029;0.171;0.046;5.813;2.956;2.151
43449;30.08.2013;5812;MCD;18.07.2013;17.09.2013;;0.77;0;0;94.36;99.31;94.36;1064952;999646;;-0.037928;-0.017278;43449;31.12.2012;30.06.2013;31.08.2013;17.156;17.314;13.387;0.547;0.199;0.445;0.291;0.29;0.342;0.469;0.347;0.806;0.798;0.568;1.342;138.995;0.807;21.444;17.072;0;0.029;0.171;0.045;5.621;3.867;2.049
43449;30.09.2013;5812;MCD;;;;;;;94.52;98.7;96.21;840084;999646;;0.019606;0.051828;43449;31.12.2012;30.06.2013;30.09.2013;17.493;17.653;13.649;0.547;0.199;0.445;0.291;0.29;0.342;0.469;0.347;0.806;0.798;0.568;1.342;138.995;0.807;21.444;17.072;0;0.029;0.171;0.045;5.731;3.943;2.174
43449;31.10.2013;5812;MCD;;;;;;;93.27;96.52;96.52;1051864;995030;;0.003222;0.025762;43449;31.12.2012;30.06.2013;31.10.2013;17.549;17.71;13.63;0.547;0.199;0.445;0.291;0.29;0.342;0.469;0.347;0.806;0.798;0.568;1.342;138.995;0.807;21.444;17.072;0;0.029;0.171;0.045;5.723;3.955;2.23
43449;29.11.2013;5812;MCD;18.09.2013;16.12.2013;;0.81;0;0;96.92;98.92;97.37;1275090;995030;;0.008807;0.023398;43449;31.12.2012;30.09.2013;30.11.2013;17.45;17.576;13.651;0.552;0.2;0.445;0.294;0.292;0.339;0.467;0.347;0.8;0.793;0.564;1.416;138.579;0.802;21.542;17.067;0;0.029;0.171;0.044;5.807;4.71;2.205
43449;31.12.2013;5812;MCD;;;;;;;94.1;97.03;97.03;905907;995030;;-0.003492;0.025242;43449;31.12.2012;30.09.2013;31.12.2013;17.389;17.514;13.603;0.552;0.2;0.445;0.294;0.292;0.339;0.467;0.347;0.8;0.793;0.564;1.416;138.579;0.802;21.542;17.067;0;0.029;0.171;0.044;5.786;4.694;2.198
43449;31.01.2014;5812;MCD;;;;;;;93.15;96.54;94.17;1159356;995030;;-0.029475;-0.001282;43449;31.12.2012;30.09.2013;31.01.2014;16.876;16.998;13.202;0.552;0.2;0.445;0.294;0.292;0.339;0.467;0.347;0.8;0.793;0.564;1.416;138.579;0.802;21.542;17.067;0;0.029;0.171;0.044;5.616;4.795;2.133
43449;28.02.2014;5812;MCD;29.01.2014;17.03.2014;;0.81;0;0;93.02;96.62;95.15;946450;989881;;0.010407;0.044257;43449;31.12.2013;31.12.2013;28.02.2014;17.021;17.144;13.227;0.558;0.199;0.441;0.292;0.278;0.324;0.469;0.345;0.801;0.8;0.563;1.593;127.989;0.781;20.857;14.1;0;0.029;0.172;0.043;5.334;3.281;2.076
43449;31.03.2014;5812;MCD;;;;;;;94.32;98.78;98.03;1199485;989881;;0.030268;0.001028;43449;31.12.2013;31.12.2013;31.03.2014;17.537;17.663;13.628;0.558;0.199;0.441;0.292;0.278;0.324;0.469;0.345;0.801;0.8;0.563;1.593;127.989;0.781;20.857;14.1;0;0.029;0.172;0.043;5.496;3.631;2.208
43449;30.04.2014;5812;MCD;;;;;;;97.01;101.5;101.38;1148749;988961;;0.034173;-0.022319;43449;31.12.2013;31.12.2013;30.04.2014;18.136;18.267;14.08;0.558;0.199;0.441;0.292;0.278;0.324;0.469;0.345;0.801;0.8;0.563;1.593;127.989;0.781;20.857;14.1;0;0.029;0.172;0.043;5.678;3.899;2.342
43449;30.05.2014;5812;MCD;21.05.2014;16.06.2014;;0.81;0;0;100.95;103.53;101.43;865380;988417;;0.000493;0.006647;43449;31.12.2013;31.03.2014;31.05.2014;18.276;18.408;13.657;0.57;0.196;0.445;0.29;0.288;0.325;0.467;0.345;0.799;0.796;0.563;1.493;138.967;0.789;21.96;17.512;0;0.029;0.172;0.051;5.653;4.865;2.575
43449;30.06.2014;5812;MCD;;;;;;;99.76;102.45;100.74;871016;988417;;-0.006803;0.039501;43449;31.12.2013;31.03.2014;30.06.2014;18.151;18.283;13.564;0.57;0.196;0.445;0.29;0.288;0.325;0.467;0.345;0.799;0.796;0.563;1.493;138.967;0.789;21.96;17.512;0;0.029;0.172;0.051;5.614;4.832;2.554
43449;31.07.2014;5812;MCD;;;;;;;94.56;101.07;94.56;1169437;988417;;-0.061346;-0.035223;43449;31.12.2013;31.03.2014;31.07.2014;17.038;17.162;12.732;0.57;0.196;0.445;0.29;0.288;0.325;0.467;0.345;0.799;0.796;0.563;1.493;138.967;0.789;21.96;17.512;0;0.029;0.172;0.051;5.27;4.762;2.397
43449;29.08.2014;5812;MCD;17.07.2014;16.09.2014;;0.81;0;0;93.31;94.65;93.72;1039243;981929;;-0.008883;0.033697;43449;31.12.2013;30.06.2014;31.08.2014;16.856;16.948;12.575;0.576;0.195;0.445;0.289;0.284;0.32;0.47;0.345;0.809;0.807;0.566;1.523;138.577;0.774;22.068;16.825;0;0.029;0.172;0.05;5.191;28.646;2.751
43449;30.09.2014;5812;MCD;;;;;;;91.09;96.22;94.81;1458827;981929;;0.01163;-0.044988;43449;31.12.2013;30.06.2014;30.09.2014;17.052;17.145;12.721;0.576;0.195;0.445;0.289;0.284;0.32;0.47;0.345;0.809;0.807;0.566;1.523;138.577;0.774;22.068;16.825;0;0.029;0.172;0.05;5.251;-4.531;2.891
43449;31.10.2014;5812;MCD;;;;;;;89.91;94.86;93.73;1368320;981929;;-0.011391;0.014199;43449;31.12.2013;30.06.2014;31.10.2014;16.858;16.949;12.576;0.576;0.195;0.445;0.289;0.284;0.32;0.47;0.345;0.809;0.807;0.566;1.523;138.577;0.774;22.068;16.825;0;0.029;0.172;0.05;5.191;-4.276;2.863
43449;28.11.2014;5812;MCD;18.09.2014;15.12.2014;;0.85;0;0;93.61;97.17;96.81;896739;973204;;0.03286;-0.002457;43449;31.12.2013;30.09.2014;30.11.2014;17.475;19.02;13.269;0.633;0.181;0.442;0.28;0.271;0.29;0.481;0.345;0.83;0.84;0.578;1.518;139.967;0.762;22.058;16.728;0;0.029;0.172;0.056;6.219;-1.82;3.503
43449;31.12.2014;5812;MCD;;;;;;;88.46;96.31;93.7;1715017;973204;;-0.032125;-0.00019;43449;31.12.2013;30.09.2014;31.12.2014;16.913;18.409;12.842;0.633;0.181;0.442;0.28;0.271;0.29;0.481;0.345;0.83;0.84;0.578;1.518;139.967;0.762;22.058;16.728;0;0.029;0.172;0.056;6.019;-1.648;3.554
43449;30.01.2015;5812;MCD;;;;;;;88.78;94.36;92.44;1527764;973204;;-0.013447;-0.019073;43449;31.12.2013;30.09.2014;31.01.2015;16.686;18.161;12.67;0.633;0.181;0.442;0.28;0.271;0.29;0.481;0.345;0.83;0.84;0.578;1.518;139.967;0.762;22.058;16.728;0;0.029;0.172;0.056;5.939;-1.626;3.506
43449;27.02.2015;5812;MCD;28.01.2015;16.03.2015;;0.85;0;0;92.51;99.51;98.9;1413280;961119;;0.069883;0.054123;43449;31.12.2014;31.12.2014;28.02.2015;18.349;20.519;14.123;0.676;0.173;0.437;0.269;0.268;0.296;0.538;0.314;0.873;1.035;0.625;1.523;132.189;0.774;21.657;15.86;0;0.029;0.173;0.056;6.566;4.495;3.231
43449;31.03.2015;5812;MCD;;;;;;;94.96;100.25;97.44;1647728;961119;;-0.014762;-0.005112;43449;31.12.2014;31.12.2014;31.03.2015;18.078;20.216;13.915;0.676;0.173;0.437;0.269;0.268;0.296;0.538;0.314;0.873;1.035;0.625;1.523;132.189;0.774;21.657;15.86;0;0.029;0.173;0.056;6.469;6.09;3.25
43449;30.04.2015;5812;MCD;;;;;;;94.87;98.74;96.55;1363197;959127;;-0.009134;0.015127;43449;31.12.2014;31.12.2014;30.04.2015;17.913;20.031;13.759;0.676;0.173;0.437;0.269;0.268;0.296;0.538;0.314;0.873;1.035;0.625;1.523;132.189;0.774;21.657;15.86;0;0.029;0.173;0.056;6.396;10.728;3.327
43449;29.05.2015;5812;MCD;21.05.2015;15.06.2015;;0.85;0;0;95.93;100.68;95.93;1316510;958515;;-0.006422;0.003962;43449;31.12.2014;31.03.2015;31.05.2015;18.484;21.509;14.097;0.74;0.163;0.44;0.256;0.258;0.268;0.521;0.314;0.873;0.971;0.615;1.446;140.769;0.762;22.124;17.699;0;0.029;0.173;0.061;7.011;-17.279;3.172
43449;30.06.2015;5812;MCD;;;;;;;94.3;97.29;95.07;1113482;958515;;-0.008965;-0.013473;43449;31.12.2014;31.03.2015;30.06.2015;18.318;21.316;13.971;0.74;0.163;0.44;0.256;0.258;0.268;0.521;0.314;0.873;0.971;0.615;1.446;140.769;0.762;22.124;17.699;0;0.029;0.173;0.061;6.949;-14.678;3.144
43449;31.07.2015;5812;MCD;;;;;;;95.65;99.86;99.86;1241325;958515;;0.050384;-0.027144;43449;31.12.2014;31.03.2015;31.07.2015;19.241;22.39;14.675;0.74;0.163;0.44;0.256;0.258;0.268;0.521;0.314;0.873;0.971;0.615;1.446;140.769;0.762;22.124;17.699;0;0.029;0.173;0.061;7.299;-13.49;3.114
43449;31.08.2015;5812;MCD;16.07.2015;16.09.2015;;0.85;0;0;91.21;101.1;95.02;1376040;941810;;-0.048468;-0.047295;43449;31.12.2014;30.06.2015;31.08.2015;18.705;22.046;13.665;0.775;0.161;0.44;0.249;0.258;0.276;0.56;0.314;0.922;1.124;0.647;1.524;140.062;0.757;22.087;17.925;0;0.029;0.173;0.068;7.352;-8.855;3.305
43449;30.09.2015;5812;MCD;;;;;;;93.47;98.69;98.53;1239432;941810;;0.03694;-0.049922;43449;31.12.2014;30.06.2015;30.09.2015;19.396;22.861;14.17;0.775;0.161;0.44;0.249;0.258;0.276;0.56;0.314;0.922;1.124;0.647;1.524;140.062;0.757;22.087;17.925;0;0.029;0.173;0.068;7.623;-8.476;3.427
43449;30.10.2015;5812;MCD;;;;;;;98.78;112.94;112.25;1709465;941810;;0.139247;0.052873;43449;31.12.2014;30.06.2015;31.10.2015;22.096;26.044;16.143;0.775;0.161;0.44;0.249;0.258;0.276;0.56;0.314;0.922;1.124;0.647;1.524;140.062;0.757;22.087;17.925;0;0.029;0.173;0.068;8.685;-9.656;3.905
43449;30.11.2015;5812;MCD;10.11.2015;15.12.2015;;0.89;0;0;109.97;114.47;114.16;1298189;918230;;0.017016;0.007333;43449;31.12.2014;30.09.2015;30.11.2015;22.97;24.71;15.731;0.732;0.172;0.442;0.251;0.259;0.322;0.602;0.314;0.962;1.311;0.679;1.626;139.509;0.764;22.198;17.858;0;0.029;0.173;0.066;10.545;22.331;3.006
43449;31.12.2015;5812;MCD;;;;;;;113.39;120.07;118.14;1150699;918230;;0.034863;-0.035887;43449;31.12.2014;30.09.2015;31.12.2015;23.771;25.571;16.28;0.732;0.172;0.442;0.251;0.259;0.322;0.602;0.314;0.962;1.311;0.679;1.626;139.509;0.764;22.198;17.858;0;0.029;0.173;0.066;10.913;20.542;3.111
47896;31.01.2006;6021;JPM;13.12.2005;31.01.2006;;0.34;0;0;38.05;40.73;39.75;2624784;3486700;;0.001512;0.076354;47896;31.12.2004;30.09.2005;31.01.2006;14.35;19.485;-10.174;0.679;0.096;0.66;0.138;0.025;0.069;0.512;-0.021;115.438;1.051;0.91;;0.878;0.064;0.202;0.078;0;0.023;0.255;-0.018;1.308;1.369;1.929
47896;28.02.2006;6021;JPM;;;;;;;39.26;41.66;41.14;1899730;3486700;;0.034969;0.004836;47896;31.12.2005;31.12.2005;28.02.2006;13.668;17.286;-4.744;0.57;0.106;0.639;0.153;0.026;0.08;0.491;-0.028;120.221;0.967;0.911;;0.963;0.068;0.214;0.069;0;0.024;0.228;-0.033;1.34;1.214;1.744
47896;31.03.2006;6021;JPM;;;;;;;41.05;42.11;41.64;2546820;3485554;;0.012154;0.036978;47896;31.12.2005;31.12.2005;31.03.2006;13.834;17.496;-4.8;0.57;0.106;0.639;0.153;0.026;0.08;0.491;-0.028;120.221;0.967;0.911;;0.963;0.068;0.214;0.069;0;0.024;0.228;-0.033;1.356;1.2;1.748
47896;28.04.2006;6021;JPM;21.03.2006;30.04.2006;;0.34;0;0;41.61;45.38;45.38;2082673;3473000;;0.089818;0.009791;47896;31.12.2005;31.12.2005;30.04.2006;15.076;19.067;-5.212;0.57;0.106;0.639;0.153;0.026;0.08;0.491;-0.028;120.221;0.967;0.911;;0.963;0.068;0.214;0.069;0;0.024;0.228;-0.033;1.472;1.25;1.94
47896;31.05.2006;6021;JPM;;;;;;;42.15;46.65;42.64;2636826;3474554;;-0.060379;-0.044331;47896;31.12.2005;31.03.2006;31.05.2006;14.119;16.787;-3.934;0.538;0.108;0.615;0.158;0.025;0.086;0.524;-0.028;120.366;1.101;0.912;;0.957;0.069;0.22;0.076;0;0.024;0.228;-0.039;1.368;1.032;1.622
47896;30.06.2006;6021;JPM;;;;;;;39.95;43.81;42;2718077;3474554;;-0.015009;-0.008479;47896;31.12.2005;31.03.2006;30.06.2006;13.907;16.535;-3.875;0.538;0.108;0.615;0.158;0.025;0.086;0.524;-0.028;120.366;1.101;0.912;;0.957;0.069;0.22;0.076;0;0.024;0.228;-0.039;1.347;0.996;1.598
47896;31.07.2006;6021;JPM;16.05.2006;31.07.2006;;0.34;0;0;40.71;45.62;45.62;2396535;3470600;;0.08619;-0.022698;47896;31.12.2005;31.03.2006;31.07.2006;15.106;17.961;-4.204;0.538;0.108;0.615;0.158;0.025;0.086;0.524;-0.028;120.366;1.101;0.912;;0.957;0.069;0.22;0.076;0;0.024;0.228;-0.039;1.461;1;1.812
47896;31.08.2006;6021;JPM;;;;;;;43.89;46.02;45.66;1994825;3471427;;0.000877;0.025011;47896;31.12.2005;30.06.2006;31.08.2006;13.469;14.006;-3.07;0.419;0.129;0.603;0.192;0.026;0.109;0.533;-0.028;126.014;1.14;0.914;;1.019;0.072;0.231;0.073;0;0.024;0.228;-0.051;1.432;0.646;1.373
47896;29.09.2006;6021;JPM;;;;;;;45.2;47.22;46.96;1822006;3471427;;0.028471;0.009006;47896;31.12.2005;30.06.2006;30.09.2006;13.853;14.405;-3.158;0.419;0.129;0.603;0.192;0.026;0.109;0.533;-0.028;126.014;1.14;0.914;;1.019;0.072;0.231;0.073;0;0.024;0.228;-0.051;1.473;0.644;1.412
47896;31.10.2006;6021;JPM;19.09.2006;31.10.2006;;0.34;0;0;46.86;48.26;47.44;2475529;3467500;;0.010221;0.046211;47896;31.12.2005;30.06.2006;31.10.2006;13.994;14.552;-3.187;0.419;0.129;0.603;0.192;0.026;0.109;0.533;-0.028;126.014;1.14;0.914;;1.019;0.072;0.231;0.073;0;0.024;0.228;-0.051;1.486;0.588;1.424
47896;30.11.2006;6021;JPM;;;;;;;46.2;47.9;46.28;1853423;3468958;;-0.024452;0.031168;47896;31.12.2005;30.09.2006;30.11.2006;12.927;13.337;-4.972;0.392;0.131;0.592;0.196;0.026;0.115;0.541;-0.028;132.243;1.181;0.914;;1.084;0.074;0.236;0.07;0;0.024;0.228;-0.035;1.414;0.532;1.305
47896;29.12.2006;6021;JPM;;;;;;;46.01;48.95;48.3;2052621;3468958;;0.043647;0.0148;47896;31.12.2005;30.09.2006;31.12.2006;13.492;13.919;-5.189;0.392;0.131;0.592;0.196;0.026;0.115;0.541;-0.028;132.243;1.181;0.914;;1.084;0.074;0.236;0.07;0;0.024;0.228;-0.035;1.475;0.547;1.395
47896;31.01.2007;6021;JPM;12.12.2006;31.01.2007;;0.34;0;0;47.75;50.93;50.93;2554286;3461700;;0.054451;0.022283;47896;31.12.2005;30.09.2006;31.01.2007;14.226;14.677;-5.46;0.392;0.131;0.592;0.196;0.026;0.115;0.541;-0.028;132.243;1.181;0.914;;1.084;0.074;0.236;0.07;0;0.024;0.228;-0.035;1.553;3.147;1.447
47896;28.02.2007;6021;JPM;;;;;;;49.22;51.65;49.39;2172217;3461700;;-0.030238;0.002111;47896;31.12.2006;31.12.2006;28.02.2007;12.378;12.929;-3.449;0.356;0.137;0.586;0.2;0.027;0.122;0.503;-0.04;141.469;1.014;0.914;;0.92;0.078;0.249;0.104;0;0.022;0.213;-0.05;1.477;2.377;1.263
47896;30.03.2007;6021;JPM;;;;;;;46.7;49.2;48.38;3547750;3473350;;-0.020449;0.006545;47896;31.12.2006;31.12.2006;31.03.2007;12.125;12.665;-3.389;0.356;0.137;0.586;0.2;0.027;0.122;0.503;-0.04;141.469;1.014;0.914;;0.92;0.078;0.249;0.104;0;0.022;0.213;-0.05;1.451;2.126;1.277
47896;30.04.2007;6021;JPM;20.03.2007;30.04.2007;;0.34;0;0;48.24;52.94;52.1;3025274;3416300;;0.076891;0.027044;47896;31.12.2006;31.12.2006;30.04.2007;13.058;13.639;-3.59;0.356;0.137;0.586;0.2;0.027;0.122;0.503;-0.04;141.469;1.014;0.914;;0.92;0.078;0.249;0.104;0;0.022;0.213;-0.05;1.537;0.863;1.298
47896;31.05.2007;6021;JPM;;;;;;;51.59;53.2;51.83;2431945;3416115;;-0.005182;0.023123;47896;31.12.2006;31.03.2007;31.05.2007;11.518;12.026;-2.16;0.314;0.145;0.589;0.214;0.029;0.137;0.558;-0.04;142.264;1.26;0.916;;1.108;0.078;0.254;0.061;0;0.022;0.213;-0.073;1.504;0.725;1.144
47896;29.06.2007;6021;JPM;;;;;;;48.36;51.9;48.45;3240847;3416115;;-0.065213;-0.007906;47896;31.12.2006;31.03.2007;30.06.2007;10.767;11.241;-2.02;0.314;0.145;0.589;0.214;0.029;0.137;0.558;-0.04;142.264;1.26;0.916;;1.108;0.078;0.254;0.061;0;0.022;0.213;-0.073;1.406;0.678;1.07
47896;31.07.2007;6021;JPM;18.04.2007;31.07.2007;;0.38;0;0;44.01;50.05;44.01;5175002;3398500;;-0.091641;-0.043537;47896;31.12.2006;31.03.2007;31.07.2007;9.78;10.211;-1.825;0.314;0.145;0.589;0.214;0.029;0.137;0.558;-0.04;142.264;1.26;0.916;;1.108;0.078;0.254;0.061;0;0.022;0.213;-0.073;1.271;0.458;1.018
47896;31.08.2007;6021;JPM;;;;;;;43;47.01;44.52;6700459;3383896;;0.011588;-0.011712;47896;31.12.2006;30.06.2007;31.08.2007;9.412;9.806;-2.422;0.298;0.145;0.584;0.213;0.029;0.141;0.568;-0.04;145.187;1.315;0.916;;1.332;0.08;0.263;0.045;0;0.022;0.213;-0.057;1.264;0.467;1.01
47896;28.09.2007;6021;JPM;;;;;;;43.52;47.82;45.82;3471439;3383896;;0.0292;0.025364;47896;31.12.2006;30.06.2007;30.09.2007;9.687;10.093;-2.493;0.298;0.145;0.584;0.213;0.029;0.141;0.568;-0.04;145.187;1.315;0.916;;1.332;0.08;0.263;0.045;0;0.022;0.213;-0.057;1.301;0.493;1.048
47896;31.10.2007;6021;JPM;18.09.2007;31.10.2007;;0.38;0;0;45.02;47.58;47;4275523;3383896;;0.025753;0.017406;47896;31.12.2006;30.06.2007;31.10.2007;9.937;10.352;-2.557;0.298;0.145;0.584;0.213;0.029;0.141;0.568;-0.04;145.187;1.315;0.916;;1.332;0.08;0.263;0.045;0;0.022;0.213;-0.057;1.334;0.54;1.093
47896;30.11.2007;6021;JPM;;;;;;;40.46;45.62;45.62;6322161;3359044;;-0.029362;-0.076617;47896;31.12.2006;30.09.2007;30.11.2007;9.504;9.896;-1.599;0.303;0.143;0.567;0.209;0.029;0.14;0.583;-0.04;147.614;1.4;0.917;;1.649;0.08;0.263;0.047;0;0.022;0.213;-0.08;1.277;0.531;1.045
47896;31.12.2007;6021;JPM;;;;;;;43.26;47.42;43.65;4629760;3359044;;-0.043183;-0.010989;47896;31.12.2006;30.09.2007;31.12.2007;9.094;9.469;-1.53;0.303;0.143;0.567;0.209;0.029;0.14;0.583;-0.04;147.614;1.4;0.917;;1.649;0.08;0.263;0.047;0;0.022;0.213;-0.08;1.222;0.53;0.966
47896;31.01.2008;6021;JPM;11.12.2007;31.01.2008;;0.38;0;0;39.17;47.45;47.4;8947069;3367400;;0.085911;-0.045066;47896;31.12.2006;30.09.2007;31.01.2008;9.875;10.282;-1.666;0.303;0.143;0.567;0.209;0.029;0.14;0.583;-0.04;147.614;1.4;0.917;;1.649;0.08;0.263;0.047;0;0.022;0.213;-0.08;1.33;-1.958;1.102
47896;29.02.2008;6021;JPM;;;;;;;40.65;48.25;40.65;6304050;3367400;;-0.142405;-0.021401;47896;31.12.2007;31.12.2007;29.02.2008;8.934;9.281;-1.238;0.336;0.132;0.554;0.196;0.027;0.129;0.579;-0.077;154.408;1.373;0.921;;1.399;0.08;0.255;0.023;0;0.018;0.195;-0.086;1.111;-1.161;0.995
47896;31.03.2008;6021;JPM;;;;;;;36.48;46.55;42.95;10768861;3396539;;0.056581;-0.025309;47896;31.12.2007;31.12.2007;31.03.2008;9.44;9.806;-1.319;0.336;0.132;0.554;0.196;0.027;0.129;0.579;-0.077;154.408;1.373;0.921;;1.399;0.08;0.255;0.023;0;0.018;0.195;-0.086;1.184;-0.524;1.051
47896;30.04.2008;6021;JPM;18.03.2008;30.04.2008;;0.38;0;0;41.5;47.79;47.65;7093768;3399586;;0.10943;0.031907;47896;31.12.2007;31.12.2007;30.04.2008;10.473;10.879;-1.465;0.336;0.132;0.554;0.196;0.027;0.129;0.579;-0.077;154.408;1.373;0.921;;1.399;0.08;0.255;0.023;0;0.018;0.195;-0.086;1.315;-0.433;1.166
47896;30.05.2008;6021;JPM;;;;;;;42.32;49.25;43;5636491;3426632;;-0.097587;0.031787;47896;31.12.2007;31.03.2008;31.05.2008;11.257;11.653;-2.397;0.401;0.114;0.519;0.167;0.024;0.108;0.61;-0.077;154.026;1.566;0.921;;3.095;0.074;0.239;0.059;0;0.018;0.195;-0.049;1.173;-0.415;1.249
47896;30.06.2008;6021;JPM;;;;;;;34.31;42.15;34.31;9395953;3426632;;-0.202093;-0.086625;47896;31.12.2007;31.03.2008;30.06.2008;8.982;9.298;-1.913;0.401;0.114;0.519;0.167;0.024;0.108;0.61;-0.077;154.026;1.566;0.921;;3.095;0.074;0.239;0.059;0;0.018;0.195;-0.049;0.936;-0.277;0.997
47896;31.07.2008;6021;JPM;20.05.2008;31.07.2008;;0.38;0;0;31.02;41.96;40.63;12683011;3435700;;0.184203;-0.001295;47896;31.12.2007;31.03.2008;31.07.2008;10.636;11.011;-2.271;0.401;0.114;0.519;0.167;0.024;0.108;0.61;-0.077;154.026;1.566;0.921;;3.095;0.074;0.239;0.059;0;0.018;0.195;-0.049;1.111;-0.255;1.27
47896;29.08.2008;6021;JPM;;;;;;;35.58;41.89;38.49;7505058;3437040;;-0.05267;0.013023;47896;31.12.2007;30.06.2008;31.08.2008;12.219;12.661;-6.539;0.513;0.097;0.514;0.14;0.021;0.088;0.634;-0.077;156.792;1.753;0.922;;3.075;0.068;0.222;0.023;0;0.018;0.195;-0.02;1.04;-0.277;1.46
47896;30.09.2008;6021;JPM;;;;;;;35.77;48.24;46.7;13870101;3904597;;0.213302;-0.120091;47896;31.12.2007;30.06.2008;30.09.2008;14.825;15.362;-9.013;0.513;0.097;0.514;0.14;0.021;0.088;0.634;-0.077;156.792;1.753;0.922;;3.075;0.068;0.222;0.023;0;0.018;0.195;-0.02;1.434;-0.313;1.772
47896;31.10.2008;6021;JPM;16.09.2008;31.10.2008;;0.38;0;0;34;49.85;41.25;15881522;3726900;;-0.116702;-0.205222;47896;31.12.2007;30.06.2008;31.10.2008;13.095;13.569;-7.599;0.513;0.097;0.514;0.14;0.021;0.088;0.634;-0.077;156.792;1.753;0.922;;3.075;0.068;0.222;0.023;0;0.018;0.195;-0.02;1.209;-0.23;1.403
47896;28.11.2008;6021;JPM;;;;;;;22.72;42.17;31.66;14366791;3732358;;-0.232485;-0.13032;47896;31.12.2007;30.09.2008;30.11.2008;15.221;15.91;37.418;0.813;0.069;0.486;0.078;0.016;0.059;0.639;-0.077;171.592;1.822;0.927;;3.76;0.058;0.186;0.056;0;0.018;0.195;-0.002;0.858;-0.256;1.645
