PERMNO;date;SICCD;TICKER;DCLRDT;PAYDT;HSICMG;DIVAMT;FACPR;FACSHR;BIDLO;ASKHI;PRC;VOL;SHROUT;SPREAD;RETX;ewretd;permno;adate;qdate;public_date;pe_op_basic;pe_exi;pcf;dpr;npm;gpm;ptpm;roa;roe;capital_ratio;cash_debt;lt_ppent;dltt_be;debt_assets;curr_ratio;inv_turn;at_turn;rect_turn;pay_turn;rd_sale;adv_sale;staff_sale;accrual;ptb;PEG_1yrforward;PEG_ltgforward
10107;31.01.2006;7370;MSFT;;;;;;;26.28;28.15;28.15;13948013;10333369;;0.076482;0.076354;10107;30.06.2005;30.09.2005;31.01.2006;23.074;23.856;17.185;2.806;0.319;0.877;0.432;0.242;0.235;;0.731;8.814;;0.301;2.913;10.689;0.59;6.394;2.849;0.151;0.025;0;0.055;6.019;15.506;2.109
10107;28.02.2006;7370;MSFT;14.12.2005;09.03.2006;;0.09;0;0;26.39;28.04;26.87;11088149;10333369;;-0.045471;0.004836;10107;30.06.2005;31.12.2005;28.02.2006;21.496;22.392;17.868;0.264;0.316;0.874;0.42;0.262;0.273;;0.731;9.27;;0.318;2.873;8.147;0.6;6.279;2.938;0.151;0.025;0;0.036;6.281;14.555;1.838
10107;31.03.2006;7370;MSFT;;;;;;;26.85;27.89;27.21;14514337;10225000;;0.012653;0.036978;10107;30.06.2005;31.12.2005;31.03.2006;21.768;22.675;17.905;0.264;0.316;0.874;0.42;0.262;0.273;;0.731;9.27;;0.318;2.873;8.147;0.6;6.279;2.938;0.151;0.025;0;0.036;6.293;14.739;1.842
10107;28.04.2006;7370;MSFT;;;;;;;24.15;27.74;24.15;14689919;10201203;;-0.112459;0.009791;10107;30.06.2005;31.12.2005;30.04.2006;19.32;20.125;15.854;0.264;0.316;0.874;0.42;0.262;0.273;;0.731;9.27;;0.318;2.873;8.147;0.6;6.279;2.938;0.151;0.025;0;0.036;5.573;13.081;1.666
10107;31.05.2006;7370;MSFT;27.03.2006;08.06.2006;;0.09;0;0;22.56;24.29;22.65;23651189;10201203;;-0.062112;-0.044331;10107;30.06.2005;31.03.2006;31.05.2006;17.695;17.976;15.303;0.259;0.316;0.86;0.419;0.261;0.287;;0.731;9.668;;0.339;2.78;7.182;0.617;6.19;3.082;0.15;0.025;0;0.024;5.496;-5.842;1.48
10107;30.06.2006;7370;MSFT;;;;;;;21.51;23.4702;23.3;19980809;10062000;;0.028698;-0.008479;10107;30.06.2005;31.03.2006;30.06.2006;18.203;18.492;15.527;0.259;0.316;0.86;0.419;0.261;0.287;;0.731;9.668;;0.339;2.78;7.182;0.617;6.19;3.082;0.15;0.025;0;0.024;5.577;-6.01;1.522
10107;31.07.2006;7370;MSFT;;;;;;;22.26;24.37;24.06;13651770;10062000;;0.032618;-0.022698;10107;30.06.2005;31.03.2006;31.07.2006;18.797;19.095;16.034;0.259;0.316;0.86;0.419;0.261;0.287;;0.731;9.668;;0.339;2.78;7.182;0.617;6.19;3.082;0.15;0.025;0;0.024;5.759;;
10107;31.08.2006;7370;MSFT;22.06.2006;14.09.2006;;0.09;0;0;23.99;26.12;25.7;11905970;9969992;;0.068163;0.025011;10107;30.06.2006;30.06.2006;31.08.2006;19.922;21.417;17.789;0.285;0.285;0.85;0.412;0.265;0.286;0;0.488;9.689;0;0.424;2.184;6.765;0.631;5.369;3.062;0.149;0.028;0;0.026;6.389;1.511;1.692
10107;29.09.2006;7370;MSFT;;;;;;;25.43;27.44;27.35;11080397;9820000;;0.064202;0.009006;10107;30.06.2006;30.06.2006;30.09.2006;21.202;22.792;18.646;0.285;0.285;0.85;0.412;0.265;0.286;0;0.488;9.689;0;0.424;2.184;6.765;0.631;5.369;3.062;0.149;0.028;0;0.026;6.697;1.608;1.838
10107;31.10.2006;7370;MSFT;;;;;;;27.36;28.71;28.71;12931312;9830460;;0.049726;0.046211;10107;30.06.2006;30.06.2006;31.10.2006;22.256;23.925;19.594;0.285;0.285;0.85;0.412;0.265;0.286;0;0.488;9.689;0;0.424;2.184;6.765;0.631;5.369;3.062;0.149;0.028;0;0.026;7.038;1.787;2.019
10107;30.11.2006;7370;MSFT;13.09.2006;14.12.2006;;0.1;0;0;28.73;29.92;29.36;12958870;9830460;;0.02264;0.031168;10107;30.06.2006;30.09.2006;30.11.2006;22.075;23.302;20.418;0.277;0.285;0.842;0.413;0.27;0.296;0;0.488;9.492;0;0.396;2.36;4.693;0.674;5.895;3.536;0.151;0.028;0;0.018;7.995;1.644;1.997
10107;29.12.2006;7370;MSFT;;;;;;;28.85;30.19;29.86;11497028;9777000;;0.01703;0.0148;10107;30.06.2006;30.09.2006;31.12.2006;22.451;23.698;20.652;0.277;0.285;0.842;0.413;0.27;0.296;0;0.488;9.492;0;0.396;2.36;4.693;0.674;5.895;3.536;0.151;0.028;0;0.018;8.087;1.672;2.031
10107;31.01.2007;7370;MSFT;;;;;;;29.64;31.21;30.86;13390496;9792314;;0.03349;0.022283;10107;30.06.2006;30.09.2006;31.01.2007;23.203;24.492;21.377;0.277;0.285;0.842;0.413;0.27;0.296;0;0.488;9.492;0;0.396;2.36;4.693;0.674;5.895;3.536;0.151;0.028;0;0.018;8.371;1.728;2.102
10107;28.02.2007;7370;MSFT;20.12.2006;08.03.2007;;0.1;0;0;27.87;30.56;28.17;13007733;9792314;;-0.087168;0.002111;10107;30.06.2006;31.12.2006;28.02.2007;22.536;23.873;19.778;0.312;0.259;0.817;0.378;0.26;0.293;0;0.488;9.089;0;0.422;2.19;4.927;0.687;5.598;3.446;0.15;0.028;0;0.03;7.53;1.516;2.016
10107;30.03.2007;7370;MSFT;;;;;;;26.72;28.52;27.87;12832900;9572000;;-0.01065;0.006545;10107;30.06.2006;31.12.2006;31.03.2007;22.296;23.619;19.128;0.312;0.259;0.817;0.378;0.26;0.293;0;0.488;9.089;0;0.422;2.19;4.927;0.687;5.598;3.446;0.15;0.028;0;0.03;7.282;1.5;1.743
10107;30.04.2007;7370;MSFT;;;;;;;27.74;30.12;29.94;9676052;9566808;;0.074273;0.027044;10107;30.06.2006;31.12.2006;30.04.2007;23.952;25.373;20.537;0.312;0.259;0.817;0.378;0.26;0.293;0;0.488;9.089;0;0.422;2.19;4.927;0.687;5.598;3.446;0.15;0.028;0;0.03;7.819;1.611;1.864
10107;31.05.2007;7370;MSFT;26.03.2007;14.06.2007;;0.1;0;0;30.17;31.11;30.6901;13176580;9566808;;0.025053;0.023123;10107;30.06.2006;31.03.2007;31.05.2007;21.462;22.079;17.608;0.272;0.28;0.833;0.405;0.3;0.358;0;0.488;8.479;0;0.443;2.066;4.424;0.747;5.738;3.208;0.142;0.028;0;0.042;8.395;1.275;1.612
10107;29.06.2007;7370;MSFT;;;;;;;29.47;30.715;29.47;11884314;9380000;;-0.039756;-0.007906;10107;30.06.2006;31.03.2007;30.06.2007;20.608;21.201;16.577;0.272;0.28;0.833;0.405;0.3;0.358;0;0.488;8.479;0;0.443;2.066;4.424;0.747;5.738;3.208;0.142;0.028;0;0.042;7.904;1.224;1.771
10107;31.07.2007;7370;MSFT;;;;;;;28.99;31.51;28.99;13008446;9380000;;-0.016288;-0.043537;10107;30.06.2006;31.03.2007;31.07.2007;20.273;20.856;16.307;0.272;0.28;0.833;0.405;0.3;0.358;0;0.488;8.479;0;0.443;2.066;4.424;0.747;5.738;3.208;0.142;0.028;0;0.042;7.775;;
10107;31.08.2007;7370;MSFT;27.06.2007;13.09.2007;;0.1;0;0;27.81;30;28.73;12397224;9375492;;-0.008969;-0.011712;10107;30.06.2007;30.06.2007;31.08.2007;19.951;20.232;15.136;0.273;0.275;0.818;0.393;0.3;0.395;0;0.555;7.373;0;0.508;1.691;7.13;0.77;4.95;2.903;0.139;0.026;0;0.056;8.662;1.256;1.753
10107;28.09.2007;7370;MSFT;;;;;;;28.4201;29.5599;29.46;11168623;9355000;;0.025409;0.025364;10107;30.06.2007;30.06.2007;30.09.2007;20.458;20.746;15.487;0.273;0.275;0.818;0.393;0.3;0.395;0;0.555;7.373;0;0.508;1.691;7.13;0.77;4.95;2.903;0.139;0.026;0;0.056;8.863;1.288;1.801
10107;31.10.2007;7370;MSFT;;;;;;;29.4525;36.81;36.81;17744802;9355439;;0.249491;0.017406;10107;30.06.2007;30.06.2007;31.10.2007;25.563;25.923;19.351;0.273;0.275;0.818;0.393;0.3;0.395;0;0.555;7.373;0;0.508;1.691;7.13;0.77;4.95;2.903;0.139;0.026;0;0.056;11.074;1.609;2.25
10107;30.11.2007;7370;MSFT;12.09.2007;13.12.2007;;0.11;0;0;32.97;37.06;33.6;18330717;9355439;;-0.087205;-0.076617;10107;30.06.2007;30.09.2007;30.11.2007;21.538;22.105;16.027;0.259;0.275;0.814;0.393;0.333;0.429;0;0.555;7.496;0;0.48;1.815;6.952;0.835;5.593;2.844;0.133;0.026;0;0.073;9.782;1.029;1.774
10107;31.12.2007;7370;MSFT;;;;;;;32.77;36.61;35.6;10700171;9329000;;0.059524;-0.010989;10107;30.06.2007;30.09.2007;31.12.2007;22.821;23.421;16.933;0.259;0.275;0.814;0.393;0.333;0.429;0;0.555;7.496;0;0.48;1.815;6.952;0.835;5.593;2.844;0.133;0.026;0;0.073;10.335;1.091;1.88
10107;31.01.2008;7370;MSFT;;;;;;;31.93;35.37;32.6;19530535;9306980;;-0.08427;-0.045066;10107;30.06.2007;30.09.2007;31.01.2008;20.897;21.447;15.47;0.259;0.275;0.814;0.393;0.333;0.429;0;0.555;7.496;0;0.48;1.815;6.952;0.835;5.593;2.844;0.133;0.026;0;0.073;9.442;0.999;1.71
10107;29.02.2008;7370;MSFT;19.12.2007;13.03.2008;;0.11;0;0;27.1999;30.4498;27.1999;23258303;9306980;;-0.165647;-0.021401;10107;30.06.2007;31.12.2007;29.02.2008;15.195;15.454;11.435;0.23;0.293;0.83;0.42;0.381;0.503;0;0.555;7.137;0;0.49;1.736;8.194;0.891;5.733;2.753;0.128;0.026;0;0.079;7.352;0.606;1.347
10107;31.03.2008;7370;MSFT;;;;;;;26.99;29.42;28.38;14572915;9310000;;0.043386;-0.025309;10107;30.06.2007;31.12.2007;31.03.2008;15.855;16.125;11.935;0.23;0.293;0.83;0.42;0.381;0.503;0;0.555;7.137;0;0.49;1.736;8.194;0.891;5.733;2.753;0.128;0.026;0;0.079;7.674;0.632;1.236
10107;30.04.2008;7370;MSFT;;;;;;;28.06;31.8;28.52;14480582;9313293;;0.004933;0.031907;10107;30.06.2007;31.12.2007;30.04.2008;15.933;16.205;11.998;0.23;0.293;0.83;0.42;0.381;0.503;0;0.555;7.137;0;0.49;1.736;8.194;0.891;5.733;2.753;0.128;0.026;0;0.079;7.714;0.635;1.242
10107;30.05.2008;7370;MSFT;17.03.2008;12.06.2008;;0.11;0;0;28.05;30.4501;28.32;14084270;9313293;;-0.007013;0.031787;10107;30.06.2007;31.03.2008;31.05.2008;15.91;16.465;12.028;0.24;0.283;0.825;0.382;0.367;0.495;0;0.555;6.772;0;0.493;1.625;10.579;0.869;5.544;2.682;0.133;0.026;0;0.083;7.023;0.629;1.447
10107;30.06.2008;7370;MSFT;;;;;;;27.12;29.07;27.51;15648014;9151000;;-0.028602;-0.086625;10107;30.06.2007;31.03.2008;30.06.2008;15.455;15.994;11.48;0.24;0.283;0.825;0.382;0.367;0.495;0;0.555;6.772;0;0.493;1.625;10.579;0.869;5.544;2.682;0.133;0.026;0;0.083;6.704;0.596;1.405
10107;31.07.2008;7370;MSFT;;;;;;;25.15;27.52;25.72;16420967;9130293;;-0.065067;-0.001295;10107;30.06.2007;31.03.2008;31.07.2008;14.449;14.953;10.709;0.24;0.283;0.825;0.382;0.367;0.495;0;0.555;6.772;0;0.493;1.625;10.579;0.869;5.544;2.682;0.133;0.026;0;0.083;6.253;;
10107;29.08.2008;7370;MSFT;11.06.2008;11.09.2008;;0.11;0;0;25.28;28.13;27.29;12083088;9130293;;0.061042;0.013023;10107;30.06.2008;30.06.2008;31.08.2008;14.14;14.594;11.529;0.231;0.293;0.839;0.394;0.381;0.525;0;0.592;5.849;0;0.502;1.447;9.21;0.889;4.848;2.633;0.135;0.02;0;0.058;6.867;0.975;1.321
10107;30.09.2008;7370;MSFT;;;;;;;24.57;27.62;26.69;19299651;8977000;;-0.021986;-0.120091;10107;30.06.2008;30.06.2008;30.09.2008;13.829;14.273;11.086;0.231;0.293;0.839;0.394;0.381;0.525;0;0.592;5.849;0;0.502;1.447;9.21;0.889;4.848;2.633;0.135;0.02;0;0.058;6.603;0.953;1.292
10107;31.10.2008;7370;MSFT;;;;;;;21.18;26.48;22.33;30441987;8895573;;-0.163357;-0.205222;10107;30.06.2008;30.06.2008;31.10.2008;11.57;11.941;9.191;0.231;0.293;0.839;0.394;0.381;0.525;0;0.592;5.849;0;0.502;1.447;9.21;0.889;4.848;2.633;0.135;0.02;0;0.058;5.474;0.93;1.081
10107;28.11.2008;7370;MSFT;22.09.2008;11.12.2008;;0.13;0;0;17.53;23.53;20.22;17985595;8895573;;-0.094492;-0.13032;10107;30.06.2008;30.09.2008;30.11.2008;10.423;10.586;9.415;0.229;0.288;0.845;0.382;0.378;0.506;0;0.592;5.763;0;0.486;1.545;9.21;0.894;5.533;2.748;0.14;0.02;0;0.02;5.354;1.414;0.958
10107;31.12.2008;7370;MSFT;;;;;;;18.61;21.01;19.44;15442392;8889000;;-0.038576;0.042176;10107;30.06.2008;30.09.2008;31.12.2008;10.021;10.178;9.045;0.229;0.288;0.845;0.382;0.378;0.506;0;0.592;5.763;0;0.486;1.545;9.21;0.894;5.533;2.748;0.14;0.02;0;0.02;5.144;1.73;1.012
10107;30.01.2009;7370;MSFT;;;;;;;17.1;20.76;17.1;15618965;8890563;;-0.12037;-0.024042;10107;30.06.2008;30.09.2008;31.01.2009;8.814;8.953;7.958;0.229;0.288;0.845;0.382;0.378;0.506;0;0.592;5.763;0;0.486;1.545;9.21;0.894;5.533;2.748;0.14;0.02;0;0.02;4.525;1.86;0.89
10107;27.02.2009;7370;MSFT;10.12.2008;12.03.2009;;0.13;0;0;16.15;19.66;16.15;14630937;8890563;;-0.055556;-0.107667;10107;30.06.2008;31.12.2008;28.02.2009;8.455;8.636;7.066;0.244;0.278;0.842;0.362;0.373;0.486;0;0.592;5.237;0;0.483;1.52;8.956;0.903;5.641;2.753;0.145;0.02;0;0.045;4.164;-1.468;0.845
10107;31.03.2009;7370;MSFT;;;;;;;15.15;18.83;18.37;16364071;8898000;;0.137461;0.107474;10107;30.06.2008;31.12.2008;31.03.2009;9.618;9.824;8.045;0.244;0.278;0.842;0.362;0.373;0.486;0;0.592;5.237;0;0.483;1.52;8.956;0.903;5.641;2.753;0.145;0.02;0;0.045;4.741;-1.531;0.961
10107;30.04.2009;7370;MSFT;;;;;;;18.61;20.91;20.26;15703150;8899720;;0.102885;0.192762;10107;30.06.2008;31.12.2008;30.04.2009;10.607;10.834;8.874;0.244;0.278;0.842;0.362;0.373;0.486;0;0.592;5.237;0;0.483;1.52;8.956;0.903;5.641;2.753;0.145;0.02;0;0.045;5.23;-1.688;1.06
10107;29.05.2009;7370;MSFT;09.03.2009;18.06.2009;;0.13;0;0;19.32;20.89;20.89;11077166;8899720;;0.031096;0.10233;10107;30.06.2008;31.03.2009;31.05.2009;11.736;12.006;9.642;0.274;0.259;0.837;0.354;0.363;0.446;0;0.592;4.879;0;0.482;1.561;9.361;0.898;5.657;2.821;0.15;0.02;0;0.05;5.032;-1.403;1.163
10107;30.06.2009;7370;MSFT;;;;;;;21.4;24.07;23.77;14184830;8908000;;0.137865;0.023921;10107;30.06.2008;31.03.2009;30.06.2009;13.354;13.661;10.982;0.274;0.259;0.837;0.354;0.363;0.446;0;0.592;4.879;0;0.482;1.561;9.361;0.898;5.657;2.821;0.15;0.02;0;0.05;5.732;-1.597;1.254
10107;31.07.2009;7370;MSFT;;;;;;;22.39;25.56;23.52;15253854;8910674;;-0.010517;0.085217;10107;30.06.2008;31.03.2009;31.07.2009;13.213;13.517;10.87;0.274;0.259;0.837;0.354;0.363;0.446;0;0.592;4.879;0;0.482;1.561;9.361;0.898;5.657;2.821;0.15;0.02;0;0.05;5.673;-1.404;1.253
10107;31.08.2009;7370;MSFT;10.06.2009;10.09.2009;;0.13;0;0;23.13;24.69;24.65;10003985;8910674;;0.048044;0.056864;10107;30.06.2009;30.06.2009;31.08.2009;14.939;15.216;11.538;0.317;0.249;0.831;0.339;0.305;0.384;0.087;0.497;5.087;0.095;0.492;1.823;11.591;0.776;4.716;2.608;0.154;0.024;0;0.059;5.553;-8.622;1.463
10107;30.09.2009;7370;MSFT;;;;;;;23.86;25.94;25.72;10433262;8900000;;0.043408;0.071255;10107;30.06.2009;30.06.2009;30.09.2009;15.588;15.877;12.024;0.317;0.249;0.831;0.339;0.305;0.384;0.087;0.497;5.087;0.095;0.492;1.823;11.591;0.776;4.716;2.608;0.154;0.024;0;0.059;5.787;-8.997;1.527
10107;30.10.2009;7370;MSFT;;;;;;;24.64;28.68;27.73;15277741;8879121;;0.078149;-0.050612;10107;30.06.2009;30.06.2009;31.10.2009;16.806;17.117;12.934;0.317;0.249;0.831;0.339;0.305;0.384;0.087;0.497;5.087;0.095;0.492;1.823;11.591;0.776;4.716;2.608;0.154;0.024;0;0.059;6.224;-9.7;1.646
10107;30.11.2009;7370;MSFT;18.09.2009;10.12.2009;;0.13;0;0;27.53;30.11;29.41;10236442;8879121;;0.060584;0.028476;10107;30.06.2009;30.09.2009;30.11.2009;18.614;19.097;11.993;0.336;0.245;0.831;0.33;0.314;0.381;0.047;0.497;4.869;0.049;0.483;1.742;10.912;0.766;5.642;2.746;0.156;0.024;0;0.111;6.313;2.497;1.705
10107;31.12.2009;7370;MSFT;;;;;;;29.57;31.39;30.48;9238424;8811000;;0.036382;0.055001;10107;30.06.2009;30.09.2009;31.12.2009;19.291;19.792;12.334;0.336;0.245;0.831;0.33;0.314;0.381;0.047;0.497;4.869;0.049;0.483;1.742;10.912;0.766;5.642;2.746;0.156;0.024;0;0.111;6.492;2.588;1.799
10107;29.01.2010;7370;MSFT;;;;;;;28.18;31.1;28.18;13640561;8770461;;-0.075459;-0.011388;10107;30.06.2009;30.09.2009;31.01.2010;17.835;18.299;11.351;0.336;0.245;0.831;0.33;0.314;0.381;0.047;0.497;4.869;0.049;0.483;1.742;10.912;0.766;5.642;2.746;0.156;0.024;0;0.111;5.975;2.222;1.615
10107;26.02.2010;7370;MSFT;09.12.2009;11.03.2010;;0.13;0;0;27.72;28.969;28.67;10779015;8770461;;0.017388;0.033603;10107;30.06.2009;31.12.2009;28.02.2010;15.332;15.84;11.996;0.284;0.277;0.842;0.372;0.332;0.427;0.065;0.497;5.022;0.069;0.478;1.849;11.904;0.756;5.846;2.777;0.146;0.024;0;0.063;5.63;0.869;1.398
10107;31.03.2010;7370;MSFT;;;;;;;28.46;30.01;29.2875;11181446;8762000;;0.021538;0.069289;10107;30.06.2009;31.12.2009;31.03.2010;15.662;16.181;12.243;0.284;0.277;0.842;0.372;0.332;0.427;0.065;0.497;5.022;0.069;0.478;1.849;11.904;0.756;5.846;2.777;0.146;0.024;0;0.063;5.746;0.887;1.471
10107;30.04.2010;7370;MSFT;;;;;;;29.16;31.39;30.535;13259805;8763839;;0.042595;0.057843;10107;30.06.2009;31.12.2009;30.04.2010;16.329;16.87;12.767;0.284;0.277;0.842;0.372;0.332;0.427;0.065;0.497;5.022;0.069;0.478;1.849;11.904;0.756;5.846;2.777;0.146;0.024;0;0.063;5.992;0.925;1.534
10107;28.05.2010;7370;MSFT;08.03.2010;10.06.2010;;0.13;0;0;25.01;30.86;25.8;17259734;8763839;;-0.155068;-0.076929;10107;30.06.2009;31.03.2010;31.05.2010;13.163;13.368;10.135;0.266;0.29;0.846;0.388;0.321;0.425;0.081;0.497;5.223;0.087;0.477;1.932;12.411;0.729;5.938;2.762;0.144;0.024;0;0.064;4.859;0.649;1.656
10107;30.06.2010;7370;MSFT;;;;;;;23.01;26.86;23.01;16793127;8653567;;-0.10814;-0.056799;10107;30.06.2009;31.03.2010;30.06.2010;11.74;11.922;8.925;0.266;0.29;0.846;0.388;0.321;0.425;0.081;0.497;5.223;0.087;0.477;1.932;12.411;0.729;5.938;2.762;0.144;0.024;0;0.064;4.279;0.579;1.477
10107;30.07.2010;7370;MSFT;;;;;;;23.16;26.16;25.81;14132280;8653567;;0.121686;0.05994;10107;30.06.2009;31.03.2010;31.07.2010;13.168;13.373;10.011;0.266;0.29;0.846;0.388;0.321;0.425;0.081;0.497;5.223;0.087;0.477;1.932;12.411;0.729;5.938;2.762;0.144;0.024;0;0.064;4.799;0.65;1.438
10107;31.08.2010;7370;MSFT;16.06.2010;09.09.2010;;0.13;0;0;23.465;26.33;23.465;12827745;8653567;;-0.090856;-0.047566;10107;30.06.2010;30.06.2010;31.08.2010;11.016;11.174;8.435;0.242;0.3;0.842;0.4;0.325;0.436;0.097;0.603;5.234;0.106;0.464;2.129;13.573;0.762;5.163;2.697;0.139;0.026;0;0.065;4.376;0.903;1.078
10107;30.09.2010;7370;MSFT;;;;;;;23.85;25.43;24.49;12779695;8562000;;0.043682;0.096418;10107;30.06.2010;30.06.2010;30.09.2010;11.498;11.662;8.71;0.242;0.3;0.842;0.4;0.325;0.436;0.097;0.603;5.234;0.106;0.464;2.129;13.573;0.762;5.163;2.697;0.139;0.026;0;0.065;4.519;0.942;1.125
10107;29.10.2010;7370;MSFT;;;;;;;23.91;26.665;26.665;12854487;8555523;;0.088812;0.040681;10107;30.06.2010;30.06.2010;31.10.2010;12.519;12.698;9.477;0.242;0.3;0.842;0.4;0.325;0.436;0.097;0.603;5.234;0.106;0.464;2.129;13.573;0.762;5.163;2.697;0.139;0.026;0;0.065;4.916;1.111;1.354
10107;30.11.2010;7370;MSFT;21.09.2010;09.12.2010;;0.16;0;0;25.12;27.39;25.2575;14174423;8555523;;-0.052785;0.010736;10107;30.06.2010;30.09.2010;30.11.2010;10.657;10.887;8.26;0.22;0.313;0.848;0.418;0.353;0.46;0.108;0.603;5.354;0.119;0.469;2.134;12.983;0.763;6.118;2.849;0.135;0.026;0;0.065;4.551;0.635;1.103
10107;31.12.2010;7370;MSFT;;;;;;;26.04;28.3;27.91;10367260;8403000;;0.105018;0.068851;10107;30.06.2010;30.09.2010;31.12.2010;11.776;12.03;8.965;0.22;0.313;0.848;0.418;0.353;0.46;0.108;0.603;5.354;0.119;0.469;2.134;12.983;0.763;6.118;2.849;0.135;0.026;0;0.065;4.939;0.722;1.068
10107;31.01.2011;7370;MSFT;;;;;;;27.725;28.87;27.725;13658100;8402382;;-0.006628;0.014412;10107;30.06.2010;30.09.2010;31.01.2011;11.698;11.95;8.905;0.22;0.313;0.848;0.418;0.353;0.46;0.108;0.603;5.354;0.119;0.469;2.134;12.983;0.763;6.118;2.849;0.135;0.026;0;0.065;4.906;0.717;1.061
10107;28.02.2011;7370;MSFT;15.12.2010;10.03.2011;;0.16;0;0;26.55;28.2825;26.58;11176358;8402382;;-0.041298;0.037036;10107;30.06.2010;31.12.2010;28.02.2011;11.121;11.311;8.801;0.231;0.308;0.833;0.406;0.338;0.445;0.13;0.603;5.481;0.148;0.472;2.233;13.311;0.752;5.972;3.077;0.134;0.026;0;0.055;4.529;0.528;1.109
10107;31.03.2011;7370;MSFT;;;;;;;24.78;26.2;25.39;13148095;8431000;;-0.044771;0.008605;10107;30.06.2010;31.12.2010;31.03.2011;10.623;10.804;8.435;0.231;0.308;0.833;0.406;0.338;0.445;0.13;0.603;5.481;0.148;0.472;2.233;13.311;0.752;5.972;3.077;0.134;0.026;0;0.055;4.341;0.504;1.059
10107;29.04.2011;7370;MSFT;;;;;;;25.08;26.71;25.92;13175516;8432767;;0.020874;0.019203;10107;30.06.2010;31.12.2010;30.04.2011;10.845;11.03;8.613;0.231;0.308;0.833;0.406;0.338;0.445;0.13;0.603;5.481;0.148;0.472;2.233;13.311;0.752;5.972;3.077;0.134;0.026;0;0.055;4.433;0.515;1.073
10107;31.05.2011;7370;MSFT;14.03.2011;09.06.2011;;0.16;0;0;24.15;26.06;25.01;13677186;8432767;;-0.035108;-0.018549;10107;30.06.2010;31.03.2011;31.05.2011;9.808;9.925;7.912;0.228;0.318;0.822;0.405;0.335;0.459;0.157;0.603;5.603;0.183;0.472;2.403;12.561;0.742;6.023;3.331;0.131;0.026;0;0.053;3.86;0.434;1.005
10107;30.06.2011;7370;MSFT;;;;;;;23.705;26;26;13005667;8376000;;0.039584;-0.024106;10107;30.06.2010;31.03.2011;30.06.2011;10.196;10.317;8.17;0.228;0.318;0.822;0.405;0.335;0.459;0.157;0.603;5.603;0.183;0.472;2.403;12.561;0.742;6.023;3.331;0.131;0.026;0;0.053;3.986;0.451;1.044
10107;29.07.2011;7370;MSFT;;;;;;;26.02;28.08;27.4;12628983;8378266;;0.053846;-0.021813;10107;30.06.2010;31.03.2011;31.07.2011;10.745;10.873;8.612;0.228;0.318;0.822;0.405;0.335;0.459;0.157;0.603;5.603;0.183;0.472;2.403;12.561;0.742;6.023;3.331;0.131;0.026;0;0.053;4.202;0.476;1.149
10107;31.08.2011;7370;MSFT;15.06.2011;08.09.2011;;0.16;0;0;23.98;27.27;26.6;17248617;8378266;;-0.029197;-0.075715;10107;30.06.2011;30.06.2011;31.08.2011;9.744;9.888;8.256;0.233;0.331;0.814;0.401;0.305;0.441;0.173;0.523;6.325;0.204;0.475;2.604;12.348;0.718;4.996;3.326;0.129;0.027;0;0.039;3.807;1.478;1.055
10107;30.09.2011;7370;MSFT;;;;;;;24.89;27.21;24.89;12834491;8410000;;-0.064286;-0.10092;10107;30.06.2011;30.06.2011;30.09.2011;9.117;9.253;7.754;0.233;0.331;0.814;0.401;0.305;0.441;0.173;0.523;6.325;0.204;0.475;2.604;12.348;0.718;4.996;3.326;0.129;0.027;0;0.039;3.576;1.464;0.968
10107;31.10.2011;7370;MSFT;;;;;;;24.53;27.31;26.63;12223185;8412182;;0.069908;0.107697;10107;30.06.2011;30.06.2011;31.10.2011;9.755;9.9;8.299;0.233;0.331;0.814;0.401;0.305;0.441;0.173;0.523;6.325;0.204;0.475;2.604;12.348;0.718;4.996;3.326;0.129;0.027;0;0.039;3.827;1.664;1.036
10107;30.11.2011;7370;MSFT;20.09.2011;08.12.2011;;0.2;0;0;24.3;27.16;25.58;10497537;8412182;;-0.039429;-0.020645;10107;30.06.2011;30.09.2011;30.11.2011;9.201;9.302;7.884;0.23;0.33;0.811;0.396;0.306;0.447;0.172;0.523;5.936;0.204;0.465;2.69;9.654;0.697;5.921;3.702;0.129;0.027;0;0.038;3.561;3.575;0.836
10107;30.12.2011;7370;MSFT;;;;;;;25.22;26.04;25.96;10098074;8390771;;0.014855;-0.003561;10107;30.06.2011;30.09.2011;31.12.2011;9.338;9.44;7.981;0.23;0.33;0.811;0.396;0.306;0.447;0.172;0.523;5.936;0.204;0.465;2.69;9.654;0.697;5.921;3.702;0.129;0.027;0;0.038;3.605;5.079;0.974
10107;31.01.2012;7370;MSFT;;;;;;;26.765;29.73;29.53;13601072;8390771;;0.137519;0.085342;10107;30.06.2011;30.09.2011;31.01.2012;10.622;10.738;9.078;0.23;0.33;0.811;0.396;0.306;0.447;0.172;0.523;5.936;0.204;0.465;2.69;9.654;0.697;5.921;3.702;0.129;0.027;0;0.038;4.1;14.443;1.108
10107;29.02.2012;7370;MSFT;14.12.2011;08.03.2012;;0.2;0;0;29.89;31.87;31.74;9870347;8390771;;0.074839;0.036494;10107;30.06.2011;31.12.2011;29.02.2012;11.376;11.5;9.193;0.244;0.326;0.803;0.387;0.293;0.421;0.169;0.523;6.031;0.2;0.453;2.786;9.395;0.673;5.904;3.761;0.13;0.027;0;0.053;4.085;-20.961;1.367
