PERMNO,date,SICCD,TICKER,DCLRDT,PAYDT,HSICMG,DIVAMT,FACPR,FACSHR,BIDLO,ASKHI,PRC,VOL,SHROUT,SPREAD,RETX,ewretd
14541,28/09/2012,2911,CVX,,,,,,,110.77000,117.85000,116.56000,1179134,1962140,,0.039230,0.034925
14541,31/10/2012,2911,CVX,,,,,,,109.38000,117.96000,110.24070,1294587,1962140,,-0.054215,-0.013477
14541,30/11/2012,2911,CVX,31/10/2012,10/12/2012,,0.90000,0.00000,0.00000,101.62030,111.46000,105.69000,1284280,1957181,,-0.041280,0.002790
14541,31/12/2012,2911,CVX,,,,,,,103.96000,110.38000,108.14000,1254399,1957181,,0.023181,0.021872
14541,31/01/2013,2911,CVX,,,,,,,109.26000,117.21000,115.15000,1194529,1957181,,0.064823,0.063509
14541,28/02/2013,2911,CVX,30/01/2013,11/03/2013,,0.90000,0.00000,0.00000,113.54000,117.15000,117.15000,1008319,1942698,,0.017369,0.003500
14541,28/03/2013,2911,CVX,,,,,,,116.90000,121.18000,118.82000,1145523,1942698,,0.014255,0.031419
14541,30/04/2013,2911,CVX,,,,,,,114.81000,122.01000,122.01000,1326854,1938504,,0.026847,0.002477
14541,31/05/2013,2911,CVX,24/04/2013,10/06/2013,,1.00000,0.00000,0.00000,120.27000,126.43000,122.75000,1554300,1938504,,0.006065,0.023985
14541,28/06/2013,2911,CVX,,,,,,,116.82000,124.09000,118.34000,1237148,1938504,,-0.035927,-0.013012
14541,31/07/2013,2911,CVX,,,,,,,119.08000,127.76000,125.89000,1046414,1938504,,0.063799,0.054898
14541,30/08/2013,2911,CVX,31/07/2013,10/09/2013,,1.00000,0.00000,0.00000,117.70000,126.44000,120.43000,1141295,1932024,,-0.043371,-0.017278
14541,30/09/2013,2911,CVX,,,,,,,120.55000,125.82000,121.50000,1027381,1932024,,0.008885,0.051828
14541,31/10/2013,2911,CVX,,,,,,,116.13000,121.50000,119.96000,1413585,1932024,,-0.012675,0.025762
14541,29/11/2013,2911,CVX,30/10/2013,10/12/2013,,1.00000,0.00000,0.00000,118.01000,124.03000,122.44000,1207050,1923173,,0.020674,0.023398
14541,31/12/2013,2911,CVX,,,,,,,118.74000,125.23000,124.91000,1162225,1923173,,0.020173,0.025242
14541,31/01/2014,2911,CVX,,,,,,,111.63000,125.07000,111.63000,1314395,1923173,,-0.106317,-0.001282
14541,28/02/2014,2911,CVX,29/01/2014,10/03/2014,,1.00000,0.00000,0.00000,109.52000,115.69000,115.33000,1441354,1909130,,0.033145,0.044257
14541,31/03/2014,2911,CVX,,,,,,,114.10000,118.91000,118.91000,1310785,1909130,,0.031041,0.001028
14541,30/04/2014,2911,CVX,,,,,,,116.69000,125.97000,125.52000,1304074,1903663,,0.055588,-0.022319
14541,30/05/2014,2911,CVX,30/04/2014,10/06/2014,,1.07000,0.00000,0.00000,122.32000,126.42000,122.79000,1038915,1903650,,-0.021749,0.006647
14541,30/06/2014,2911,CVX,,,,,,,122.21000,132.98000,130.55000,1326394,1903650,,0.063197,0.039501
14541,31/07/2014,2911,CVX,,,,,,,128.47000,134.85001,129.24001,1017768,1903650,,-0.010034,-0.035223
14541,29/08/2014,2911,CVX,30/07/2014,10/09/2014,,1.07000,0.00000,0.00000,124.96000,129.45000,129.45000,913894,1898932,,0.001625,0.033697
14541,30/09/2014,2911,CVX,,,,,,,119.32000,127.86000,119.32000,1302543,1898932,,-0.078254,-0.044988
14541,31/10/2014,2911,CVX,,,,,,,109.27000,119.95000,119.95000,1974121,1898932,,0.005280,0.014199
14541,28/11/2014,2911,CVX,29/10/2014,10/12/2014,,1.07000,0.00000,0.00000,108.87000,118.80000,108.87000,1306145,1890424,,-0.092372,-0.002457
14541,31/12/2014,2911,CVX,,,,,,,100.86000,114.02000,112.18000,2212045,1890424,,0.030403,-0.000190
14541,30/01/2015,2911,CVX,,,,,,,102.53000,112.58000,102.53000,2097204,1890424,,-0.086022,-0.019073
14541,27/02/2015,2911,CVX,28/01/2015,10/03/2015,,1.07000,0.00000,0.00000,106.06000,112.78000,106.68000,1482680,1880180,,0.040476,0.054123
14541,31/03/2015,2911,CVX,,,,,,,101.62000,107.03000,104.98000,1703046,1880180,,-0.015935,-0.005112
14541,30/04/2015,2911,CVX,,,,,,,104.79000,111.73000,111.06000,1300401,1880478,,0.057916,0.015127
14541,29/05/2015,2911,CVX,29/04/2015,10/06/2015,,1.07000,0.00000,0.00000,103.00000,109.04000,103.00000,1328715,1880478,,-0.072573,0.003962
14541,30/06/2015,2911,CVX,,,,,,,96.47000,102.63000,96.47000,1588101,1880478,,-0.063398,-0.013473
14541,31/07/2015,2911,CVX,,,,,,,88.48000,96.09000,88.48000,1845836,1880478,,-0.082824,-0.027144
14541,31/08/2015,2911,CVX,29/07/2015,10/09/2015,,1.07000,0.00000,0.00000,70.02000,86.79000,80.99000,2879339,1880478,,-0.084652,-0.047295
14541,30/09/2015,2911,CVX,,,,,,,74.92000,79.41000,78.88000,2461889,1880478,,-0.026053,-0.049922
14541,30/10/2015,2911,CVX,,,,,,,78.34000,91.62000,90.88000,2247845,1880478,,0.152130,0.052873
14541,30/11/2015,2911,CVX,28/10/2015,10/12/2015,,1.07000,0.00000,0.00000,88.68000,98.14000,91.32000,1766993,1882037,,0.004842,0.007333
14541,31/12/2015,2911,CVX,,,,,,,86.44000,93.81000,89.96000,2614496,1882037,,-0.014893,-0.035887
14593,31/01/2006,3573,AAPL,,,,,,,72.03000,85.58990,75.51000,7857118,848612,,0.050355,0.076354
14593,28/02/2006,3573,AAPL,,,,,,,64.71000,75.42000,68.49000,6719170,849656,,-0.092968,0.004836
14593,31/03/2006,3573,AAPL,,,,,,,58.71000,69.61000,62.72000,8301446,849188,,-0.084246,0.036978
14593,28/04/2006,3573,AAPL,,,,,,,61.17000,71.24000,70.39000,7201507,850508,,0.122290,0.009791
14593,31/05/2006,3573,AAPL,,,,,,,59.77000,71.89000,59.77000,5588073,850508,,-0.150874,-0.044331
14593,30/06/2006,3573,AAPL,,,,,,,56.02000,62.17000,57.27000,6427022,852988,,-0.041827,-0.008479
14593,31/07/2006,3573,AAPL,,,,,,,50.67000,67.96000,67.96000,6257581,852988,,0.186660,-0.022698
14593,31/08/2006,3573,AAPL,,,,,,,63.59000,69.59000,67.85000,6404040,852988,,-0.001619,0.025011
14593,29/09/2006,3573,AAPL,,,,,,,68.38000,77.61000,76.98000,6345378,855263,,0.134562,0.009006
14593,31/10/2006,3573,AAPL,,,,,,,73.23000,82.19000,81.08000,5151339,855263,,0.053261,0.046211
14593,30/11/2006,3573,AAPL,,,,,,,78.29000,91.81000,91.66000,4950261,859202,,0.130488,0.031168
14593,29/12/2006,3573,AAPL,,,,,,,80.87000,91.32000,84.84000,6061023,860220,,-0.074405,0.014800
14593,31/01/2007,3571,AAPL,,,,,,,83.80000,97.10000,85.73000,9784726,861875,,0.010490,0.022283
14593,28/02/2007,3571,AAPL,,,,,,,83.27000,89.51000,84.61000,4911382,861875,,-0.013064,0.002111
14593,30/03/2007,3571,AAPL,,,,,,,85.41000,95.85000,92.91000,5696711,864693,,0.098097,0.006545
14593,30/04/2007,3571,AAPL,,,,,,,90.24000,99.92000,99.80000,4835614,864948,,0.074158,0.027044
14593,31/05/2007,3571,AAPL,,,,,,,99.47000,121.19100,121.19100,6124188,864948,,0.214339,0.023123
14593,29/06/2007,3571,AAPL,,,,,,,117.50000,125.09000,122.04000,8340732,869162,,0.007005,-0.007906
14593,31/07/2007,3571,AAPL,,,,,,,121.26000,146.00000,131.75999,8638940,869641,,0.079646,-0.043537
14593,31/08/2007,3571,AAPL,,,,,,,117.05000,138.48000,138.48000,8708524,869641,,0.051002,-0.011712
14593,28/09/2007,3571,AAPL,,,,,,,131.77000,154.50000,153.47000,7481420,869641,,0.108247,0.025364
14593,31/10/2007,3571,AAPL,,,,,,,156.24001,189.95000,189.95000,8322211,869641,,0.237701,0.017406
14593,30/11/2007,3571,AAPL,,,,,,,153.75999,191.78999,182.22000,9362944,875540,,-0.040695,-0.076617
14593,31/12/2007,3571,AAPL,,,,,,,178.86000,199.83000,198.08000,6166526,878629,,0.087038,-0.010989
