PERMNO,date,SICCD,TICKER,DCLRDT,PAYDT,HSICMG,DIVAMT,FACPR,FACSHR,BIDLO,ASKHI,PRC,VOL,SHROUT,SPREAD,RETX,ewretd
10107,29/04/2011,7370,MSFT,,,,,,,25.08000,26.71000,25.92000,13175516,8432767,,0.020874,0.019203
10107,31/05/2011,7370,MSFT,14/03/2011,09/06/2011,,0.16000,0.00000,0.00000,24.15000,26.06000,25.01000,13677186,8432767,,-0.035108,-0.018549
10107,30/06/2011,7370,MSFT,,,,,,,23.70500,26.00000,26.00000,13005667,8376000,,0.039584,-0.024106
10107,29/07/2011,7370,MSFT,,,,,,,26.02000,28.08000,27.40000,12628983,8378266,,0.053846,-0.021813
10107,31/08/2011,7370,MSFT,15/06/2011,08/09/2011,,0.16000,0.00000,0.00000,23.98000,27.27000,26.60000,17248617,8378266,,-0.029197,-0.075715
10107,30/09/2011,7370,MSFT,,,,,,,24.89000,27.21000,24.89000,12834491,8410000,,-0.064286,-0.100920
10107,31/10/2011,7370,MSFT,,,,,,,24.53000,27.31000,26.63000,12223185,8412182,,0.069908,0.107697
10107,30/11/2011,7370,MSFT,20/09/2011,08/12/2011,,0.20000,0.00000,0.00000,24.30000,27.16000,25.58000,10497537,8412182,,-0.039429,-0.020645
10107,30/12/2011,7370,MSFT,,,,,,,25.22000,26.04000,25.96000,10098074,8390771,,0.014855,-0.003561
10107,31/01/2012,7370,MSFT,,,,,,,26.76500,29.73000,29.53000,13601072,8390771,,0.137519,0.085342
10107,29/02/2012,7370,MSFT,14/12/2011,08/03/2012,,0.20000,0.00000,0.00000,29.89000,31.87000,31.74000,9870347,8390771,,0.074839,0.036494
10107,30/03/2012,7370,MSFT,,,,,,,31.55500,32.85000,32.25500,9445449,8400000,,0.016226,0.017608
10107,30/04/2012,7370,MSFT,,,,,,,30.34500,32.42000,32.01500,9337134,8400866,,-0.007441,-0.009106
10107,31/05/2012,7370,MSFT,13/03/2012,14/06/2012,,0.20000,0.00000,0.00000,29.06000,32.01000,29.19000,10123951,8400866,,-0.088240,-0.068434
10107,29/06/2012,7370,MSFT,,,,,,,28.45000,30.93000,30.59000,9679085,8381000,,0.047962,0.034188
10107,31/07/2012,7370,MSFT,,,,,,,28.63000,30.76000,29.47000,8415185,8383397,,-0.036613,-0.003281
10107,31/08/2012,7370,MSFT,13/06/2012,13/09/2012,,0.20000,0.00000,0.00000,29.19000,30.90000,30.82000,6689457,8383397,,0.045809,0.024820
10107,28/09/2012,7370,MSFT,,,,,,,29.76000,31.45000,29.76000,8907887,8422000,,-0.034393,0.034925
10107,31/10/2012,7370,MSFT,,,,,,,27.88000,30.03000,28.54000,11047390,8416462,,-0.040995,-0.013477
10107,30/11/2012,7370,MSFT,18/09/2012,13/12/2012,,0.23000,0.00000,0.00000,26.52090,29.86000,26.61500,12895966,8416462,,-0.067449,0.002790
10107,31/12/2012,7370,MSFT,,,,,,,26.37000,27.68000,26.70970,9389131,8374000,,0.003558,0.021872
10107,31/01/2013,7370,MSFT,,,,,,,26.46000,28.01000,27.45000,11363418,8376245,,0.027717,0.063509
10107,28/02/2013,7370,MSFT,28/11/2012,14/03/2013,,0.23000,0.00000,0.00000,27.28300,28.04500,27.80000,7736797,8376245,,0.012750,0.003500
10107,28/03/2013,7370,MSFT,,,,,,,27.87000,28.60500,28.60500,8372531,8349000,,0.028957,0.031419
